Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,80316,54318,0.4501000550217613
STATEN ISLAND,Staten Island,F,Female,94437,65971,0.4849694413797692
QUEENS,Queens,M,Male,390401,250153,0.4466642047951355
QUEENS,Queens,F,Female,455062,299406,0.481484761162167
MANHATTAN,Manhattan,M,Male,353371,226516,0.5447341157162626
MANHATTAN,Manhattan,F,Female,417667,280390,0.5682160223459904
BROOKLYN,Brooklyn,M,Male,359195,218586,0.3912468508276554
BROOKLYN,Brooklyn,F,Female,441194,281969,0.4135823696982694
THE BRONX,Bronx,M,Male,182985,126264,0.3740898435610935
THE BRONX,Bronx,F,Female,231106,162907,0.3966618523704163
%all%,%all%,M,Male,1366268,875837,0.4395397875342049
%all%,%all%,F,Female,1639466,1090643,0.4651905568010356
