Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3898307873485603
Latino,Latino,STATEN ISLAND,Staten Island,0.2935655584406601
Black,Black,STATEN ISLAND,Staten Island,0.2582446400527232
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5971616213528294
White,White,QUEENS,Queens,0.376373759038972
Latino,Latino,QUEENS,Queens,0.3132770790458228
Black,Black,QUEENS,Queens,0.2319185448263146
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.548553933329082
White,White,MANHATTAN,Manhattan,0.5309727273234838
Latino,Latino,MANHATTAN,Manhattan,0.3508521460183455
Black,Black,MANHATTAN,Manhattan,0.3188897178565627
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5739764068033432
White,White,BROOKLYN,Brooklyn,0.3809810932008682
Latino,Latino,BROOKLYN,Brooklyn,0.2789945019668336
Black,Black,BROOKLYN,Brooklyn,0.2373389713873078
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.549443180182703
White,White,THE BRONX,Bronx,0.3834021277464687
Latino,Latino,THE BRONX,Bronx,0.2572859794049291
Black,Black,THE BRONX,Bronx,0.2487051045113181
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.453051079692803
White,White,%all%,%all%,0.4269341192064136
Latino,Latino,%all%,%all%,0.29452183870144
Black,Black,%all%,%all%,0.2484462869354665
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5509570058442622
