Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3797182100466581
Latino,Latino,STATEN ISLAND,Staten Island,0.2957472478367218
Black,Black,STATEN ISLAND,Staten Island,0.2514267910128254
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5863764525284944
White,White,QUEENS,Queens,0.3913249493152892
Latino,Latino,QUEENS,Queens,0.338869786386832
Black,Black,QUEENS,Queens,0.2444278576704358
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.5662637794526526
White,White,MANHATTAN,Manhattan,0.536220714435145
Latino,Latino,MANHATTAN,Manhattan,0.364923602054891
Black,Black,MANHATTAN,Manhattan,0.3170039300118405
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5776185291400946
White,White,BROOKLYN,Brooklyn,0.3901248587783926
Latino,Latino,BROOKLYN,Brooklyn,0.2919392578813877
Black,Black,BROOKLYN,Brooklyn,0.2426164417209307
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.5604200647326044
White,White,THE BRONX,Bronx,0.3938313639992369
Latino,Latino,THE BRONX,Bronx,0.2648778298875845
Black,Black,THE BRONX,Bronx,0.2510986830049793
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4552312013409084
White,White,%all%,%all%,0.4341877223421628
Latino,Latino,%all%,%all%,0.3089133619856849
Black,Black,%all%,%all%,0.2536361033760473
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5626241734476932
