Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5928,5355,0.5986064828839746
STATEN ISLAND,Staten Island,75to84,75 to 84,17103,15630,0.7521438937508246
STATEN ISLAND,Staten Island,65to74,65 to 74,36786,33576,0.7884009515849032
STATEN ISLAND,Staten Island,55to64,55 to 64,44969,39342,0.6800090730379555
STATEN ISLAND,Staten Island,45to54,45 to 54,35666,30168,0.5557875709031976
STATEN ISLAND,Staten Island,35to44,35 to 44,28396,23393,0.4798729171595634
STATEN ISLAND,Staten Island,25to34,25 to 34,24465,19813,0.3780188198210727
STATEN ISLAND,Staten Island,18to24,18 to 24,14647,10790,0.3692019204535361
STATEN ISLAND,Staten Island,<18,<18,3764,1940,0.0365525818874218
STATEN ISLAND,Staten Island,%all%,%all%,211724,180007,0.4446647330738872
QUEENS,Queens,85andUp,85+,28742,25288,0.5567436514326553
QUEENS,Queens,75to84,75 to 84,74923,67055,0.6826954262900484
QUEENS,Queens,65to74,65 to 74,160729,143504,0.7700497359192966
QUEENS,Queens,55to64,55 to 64,220839,186771,0.7317795394442352
QUEENS,Queens,45to54,45 to 54,202556,163433,0.6719483909275296
QUEENS,Queens,35to44,35 to 44,192947,151142,0.6252146153905994
QUEENS,Queens,25to34,25 to 34,188725,145642,0.5206233674699476
QUEENS,Queens,18to24,18 to 24,82380,57180,0.4714809208869754
QUEENS,Queens,<18,<18,20368,9810,0.0453457595342066
QUEENS,Queens,%all%,%all%,1172209,949825,0.51677175658339
MANHATTAN,Manhattan,85andUp,85+,25166,23003,0.6319047359631598
MANHATTAN,Manhattan,75to84,75 to 84,65149,60768,0.7607480492640878
MANHATTAN,Manhattan,65to74,65 to 74,118146,109751,0.7993265974759401
MANHATTAN,Manhattan,55to64,55 to 64,138565,122745,0.7619995429138536
MANHATTAN,Manhattan,45to54,45 to 54,133911,115362,0.6932387256970838
MANHATTAN,Manhattan,35to44,35 to 44,151491,128500,0.653128374530104
MANHATTAN,Manhattan,25to34,25 to 34,224504,187506,0.6244245736281646
MANHATTAN,Manhattan,18to24,18 to 24,83295,64275,0.578488287266595
MANHATTAN,Manhattan,<18,<18,18156,7681,0.0797480988157682
MANHATTAN,Manhattan,%all%,%all%,958383,819591,0.5947443230352158
BROOKLYN,Brooklyn,85andUp,85+,23147,19752,0.4540408003138486
BROOKLYN,Brooklyn,75to84,75 to 84,64274,56201,0.6026007631655432
BROOKLYN,Brooklyn,65to74,65 to 74,140395,123314,0.6677749080825522
BROOKLYN,Brooklyn,55to64,55 to 64,172723,143831,0.6044866747160832
BROOKLYN,Brooklyn,45to54,45 to 54,164852,133179,0.5581278820175648
BROOKLYN,Brooklyn,35to44,35 to 44,188006,152047,0.5251769622275732
BROOKLYN,Brooklyn,25to34,25 to 34,225066,181573,0.4788220602032588
BROOKLYN,Brooklyn,18to24,18 to 24,73526,51036,0.3537833038119433
BROOKLYN,Brooklyn,<18,<18,16467,7188,0.0286351126936984
BROOKLYN,Brooklyn,%all%,%all%,1068456,868121,0.4173814398436191
THE BRONX,Bronx,85andUp,85+,13370,11743,0.5025525895828474
THE BRONX,Bronx,75to84,75 to 84,38150,34145,0.659001162951185
THE BRONX,Bronx,65to74,65 to 74,80963,71948,0.7684371282577548
THE BRONX,Bronx,55to64,55 to 64,116502,98456,0.7128470951887278
THE BRONX,Bronx,45to54,45 to 54,100161,80580,0.5758497164474912
THE BRONX,Bronx,35to44,35 to 44,81908,63013,0.4571013306227156
THE BRONX,Bronx,25to34,25 to 34,67774,50566,0.2986909258109822
THE BRONX,Bronx,18to24,18 to 24,36599,24159,0.2643336821471396
THE BRONX,Bronx,<18,<18,8531,3608,0.0244268976681595
THE BRONX,Bronx,%all%,%all%,543958,438218,0.3827938898828511
%all%,%all%,85andUp,85+,96353,85141,0.5384714258570008
%all%,%all%,75to84,75 to 84,259599,233799,0.6783805650423091
%all%,%all%,65to74,65 to 74,537019,482093,0.747110093976725
%all%,%all%,55to64,55 to 64,693598,591145,0.6943448256514362
%all%,%all%,45to54,45 to 54,637146,522722,0.6197393800330128
%all%,%all%,35to44,35 to 44,642748,518095,0.5653484105106314
%all%,%all%,25to34,25 to 34,730534,585100,0.4923734531060546
%all%,%all%,18to24,18 to 24,290447,207440,0.4121740107481556
%all%,%all%,<18,<18,67286,30227,0.039484258211172
%all%,%all%,%all%,%all%,3954730,3255762,0.4743692946600604
