Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5925,5342,0.5983035443804908
STATEN ISLAND,Staten Island,75to84,75 to 84,17087,15602,0.7514402568274772
STATEN ISLAND,Staten Island,65to74,65 to 74,36746,33488,0.787543667888296
STATEN ISLAND,Staten Island,55to64,55 to 64,44886,39145,0.6787539694541056
STATEN ISLAND,Staten Island,45to54,45 to 54,35587,29975,0.55455650439444
STATEN ISLAND,Staten Island,35to44,35 to 44,28302,23202,0.478284381654105
STATEN ISLAND,Staten Island,25to34,25 to 34,24413,19637,0.3772153463434232
STATEN ISLAND,Staten Island,18to24,18 to 24,14580,10664,0.3675130743642081
STATEN ISLAND,Staten Island,%all%,%all%,207526,177055,0.5561194093491474
QUEENS,Queens,85andUp,85+,28690,25169,0.5557363913298614
QUEENS,Queens,75to84,75 to 84,74785,66773,0.6814379757230926
QUEENS,Queens,65to74,65 to 74,160431,142715,0.7686220233017605
QUEENS,Queens,55to64,55 to 64,220225,184695,0.7297449683892188
QUEENS,Queens,45to54,45 to 54,201733,161029,0.6692182149478826
QUEENS,Queens,35to44,35 to 44,191977,148623,0.6220714819035338
QUEENS,Queens,25to34,25 to 34,187726,142679,0.5178674912261936
QUEENS,Queens,18to24,18 to 24,81718,55189,0.4676921327147592
QUEENS,Queens,%all%,%all%,1147285,926872,0.630667714966494
MANHATTAN,Manhattan,85andUp,85+,25142,22968,0.6313021088605962
MANHATTAN,Manhattan,75to84,75 to 84,65099,60659,0.7601641968263956
MANHATTAN,Manhattan,65to74,65 to 74,118003,109528,0.7983591190726166
MANHATTAN,Manhattan,55to64,55 to 64,138253,122076,0.7602837859955184
MANHATTAN,Manhattan,45to54,45 to 54,133496,114471,0.6910903280959586
MANHATTAN,Manhattan,35to44,35 to 44,150997,127296,0.6509985752877866
MANHATTAN,Manhattan,25to34,25 to 34,223839,185195,0.6225749747726308
MANHATTAN,Manhattan,18to24,18 to 24,82921,63161,0.5758908370062228
MANHATTAN,Manhattan,%all%,%all%,937750,805354,0.6776858255600302
BROOKLYN,Brooklyn,85andUp,85+,23125,19702,0.453609258532758
BROOKLYN,Brooklyn,75to84,75 to 84,64174,56040,0.6016632133582096
BROOKLYN,Brooklyn,65to74,65 to 74,140146,122882,0.666590564251842
BROOKLYN,Brooklyn,55to64,55 to 64,172250,142907,0.602831294731132
BROOKLYN,Brooklyn,45to54,45 to 54,164312,132085,0.5562996418003426
BROOKLYN,Brooklyn,35to44,35 to 44,187335,150731,0.5233025872520154
BROOKLYN,Brooklyn,25to34,25 to 34,224343,179880,0.4772838965111554
BROOKLYN,Brooklyn,18to24,18 to 24,73123,50243,0.3518441983059153
BROOKLYN,Brooklyn,%all%,%all%,1048808,854470,0.528409400358356
THE BRONX,Bronx,85andUp,85+,13346,11711,0.5016504757346808
THE BRONX,Bronx,75to84,75 to 84,38092,34046,0.6579992738961086
THE BRONX,Bronx,65to74,65 to 74,80813,71697,0.7670134462148628
THE BRONX,Bronx,55to64,55 to 64,116110,97878,0.7104485435646014
THE BRONX,Bronx,45to54,45 to 54,99689,79903,0.5731360747489936
THE BRONX,Bronx,35to44,35 to 44,81431,62388,0.4544393521260238
THE BRONX,Bronx,25to34,25 to 34,67385,50063,0.2969765402038103
THE BRONX,Bronx,18to24,18 to 24,36293,23746,0.2621236188465843
THE BRONX,Bronx,%all%,%all%,533159,431432,0.4974544827697552
%all%,%all%,85andUp,85+,96228,84892,0.5377728598732522
%all%,%all%,75to84,75 to 84,259237,233120,0.6774345915811428
%all%,%all%,65to74,65 to 74,536139,480310,0.7458858228006594
%all%,%all%,55to64,55 to 64,691724,586701,0.692468807838134
%all%,%all%,45to54,45 to 54,634817,517463,0.6174740075499447
%all%,%all%,35to44,35 to 44,640042,512240,0.5629682665057621
%all%,%all%,25to34,25 to 34,727706,577454,0.4904674061248272
%all%,%all%,18to24,18 to 24,288635,203003,0.4096025973492372
%all%,%all%,%all%,%all%,3874528,3195183,0.5841559279459014
