Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,81470,55693,0.3121099452702693
STATEN ISLAND,Staten Island,F,Female,95561,67524,0.3467610847414417
QUEENS,Queens,M,Male,397974,256623,0.2936065948272214
QUEENS,Queens,F,Female,463063,307087,0.3249177273668344
MANHATTAN,Manhattan,M,Male,358162,230743,0.3556986398508015
MANHATTAN,Manhattan,F,Female,422702,285073,0.3878282127585816
BROOKLYN,Brooklyn,M,Male,365755,223387,0.2433203698989058
BROOKLYN,Brooklyn,F,Female,448141,287891,0.269873665541246
THE BRONX,Bronx,M,Male,185357,128548,0.262800236140074
THE BRONX,Bronx,F,Female,233920,165978,0.2848785446190794
%all%,%all%,M,Male,1388718,894994,0.2879270191531882
%all%,%all%,F,Female,1663387,1113553,0.3159652838774721
