Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5419,4585,0.4629910128243966
STATEN ISLAND,Staten Island,75to84,75 to 84,16078,13678,0.6015216148467392
STATEN ISLAND,Staten Island,65to74,65 to 74,34373,28807,0.6173942862041621
STATEN ISLAND,Staten Island,55to64,55 to 64,39616,27988,0.4232269771661878
STATEN ISLAND,Staten Island,45to54,45 to 54,29973,18948,0.2952689646574831
STATEN ISLAND,Staten Island,35to44,35 to 44,22957,14046,0.2373677628688275
STATEN ISLAND,Staten Island,25to34,25 to 34,19371,11309,0.1747400299757413
STATEN ISLAND,Staten Island,18to24,18 to 24,9974,4438,0.1118671484244414
STATEN ISLAND,Staten Island,%all%,%all%,177761,123799,0.3317513311971275
QUEENS,Queens,85andUp,85+,24911,20535,0.3977708886705718
QUEENS,Queens,75to84,75 to 84,66367,54740,0.498788724892453
QUEENS,Queens,65to74,65 to 74,141428,114541,0.5487638621650862
QUEENS,Queens,55to64,55 to 64,177222,119504,0.3959924745255316
QUEENS,Queens,45to54,45 to 54,150218,90583,0.3004951771134324
QUEENS,Queens,35to44,35 to 44,137334,79315,0.257007868584147
QUEENS,Queens,25to34,25 to 34,130276,72358,0.1996093025481016
QUEENS,Queens,18to24,18 to 24,46170,21621,0.1237422795641818
QUEENS,Queens,%all%,%all%,873926,573197,0.3150889641332794
MANHATTAN,Manhattan,85andUp,85+,23447,20571,0.516526755284835
MANHATTAN,Manhattan,75to84,75 to 84,61683,55153,0.6440242699206776
MANHATTAN,Manhattan,65to74,65 to 74,110562,97244,0.6579123765929472
MANHATTAN,Manhattan,55to64,55 to 64,121236,87267,0.4799005095909014
MANHATTAN,Manhattan,45to54,45 to 54,111655,69141,0.3579333940708536
MANHATTAN,Manhattan,35to44,35 to 44,122410,70604,0.3043974609404087
MANHATTAN,Manhattan,25to34,25 to 34,178220,94791,0.263647105435927
MANHATTAN,Manhattan,18to24,18 to 24,59576,26654,0.1851134739036415
MANHATTAN,Manhattan,%all%,%all%,788789,521425,0.3768193352094254
BROOKLYN,Brooklyn,85andUp,85+,20212,16202,0.3178109062377403
BROOKLYN,Brooklyn,75to84,75 to 84,57083,45929,0.4306072510102099
BROOKLYN,Brooklyn,65to74,65 to 74,124166,99047,0.4711072425716908
BROOKLYN,Brooklyn,55to64,55 to 64,140564,93601,0.3275797504680911
BROOKLYN,Brooklyn,45to54,45 to 54,127320,76001,0.2573112680538722
BROOKLYN,Brooklyn,35to44,35 to 44,144016,80545,0.2249948322001419
BROOKLYN,Brooklyn,25to34,25 to 34,168790,88666,0.1886346084703249
BROOKLYN,Brooklyn,18to24,18 to 24,43685,19927,0.0958822715102221
BROOKLYN,Brooklyn,%all%,%all%,825836,519918,0.26194456813403
THE BRONX,Bronx,85andUp,85+,11661,9759,0.3668220435107709
THE BRONX,Bronx,75to84,75 to 84,34366,28615,0.4942940570864524
THE BRONX,Bronx,65to74,65 to 74,72162,58808,0.5581592905226096
THE BRONX,Bronx,55to64,55 to 64,96650,68655,0.4200830657000061
THE BRONX,Bronx,45to54,45 to 54,77315,51209,0.2944128765643272
THE BRONX,Bronx,35to44,35 to 44,59578,37940,0.2117305328395985
THE BRONX,Bronx,25to34,25 to 34,47644,29482,0.1299319189476699
THE BRONX,Bronx,18to24,18 to 24,21613,11078,0.0800100694233726
THE BRONX,Bronx,%all%,%all%,420989,295546,0.2757539168703333
%all%,%all%,85andUp,85+,85650,71652,0.4004291989404151
%all%,%all%,75to84,75 to 84,235577,198115,0.5177114150800162
%all%,%all%,65to74,65 to 74,482691,398447,0.5543263378292838
%all%,%all%,55to64,55 to 64,575288,397015,0.3974424824696798
%all%,%all%,45to54,45 to 54,496481,305882,0.2975254039784571
%all%,%all%,35to44,35 to 44,486295,282450,0.2484374257854212
%all%,%all%,25to34,25 to 34,544301,296606,0.1999098199837029
%all%,%all%,18to24,18 to 24,181018,83718,0.1188044077983732
%all%,%all%,%all%,%all%,3087301,2033885,0.3066453460938338
