Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3614490748782773
Latino,Latino,STATEN ISLAND,Staten Island,0.2554822450123471
Black,Black,STATEN ISLAND,Staten Island,0.2271028492416616
Asian,Asian,STATEN ISLAND,Staten Island,0.5098645004042966
White,White,QUEENS,Queens,0.3354594616727724
Latino,Latino,QUEENS,Queens,0.2601150087262382
Black,Black,QUEENS,Queens,0.2025758243015338
Asian,Asian,QUEENS,Queens,0.4631741598794784
White,White,MANHATTAN,Manhattan,0.4701615299113188
Latino,Latino,MANHATTAN,Manhattan,0.3030534816027638
Black,Black,MANHATTAN,Manhattan,0.2818923563315367
Asian,Asian,MANHATTAN,Manhattan,0.4655940215114162
White,White,BROOKLYN,Brooklyn,0.3327549268962612
Latino,Latino,BROOKLYN,Brooklyn,0.2322610823351796
Black,Black,BROOKLYN,Brooklyn,0.2071460856428323
Asian,Asian,BROOKLYN,Brooklyn,0.4477228913695542
White,White,THE BRONX,Bronx,0.3495976576128299
Latino,Latino,THE BRONX,Bronx,0.2212620377139747
Black,Black,THE BRONX,Bronx,0.2215810351780121
Asian,Asian,THE BRONX,Bronx,0.3945182173071722
White,White,%all%,%all%,0.3791827663610542
Latino,Latino,%all%,%all%,0.2496526327164537
Black,Black,%all%,%all%,0.2183123129608472
Asian,Asian,%all%,%all%,0.4585334349960874
