Date-value,Date-alias,SUM(Total Doses Administered (daily))-value,SUM(Total Doses Administered (daily))-alias
2021-05-23,5/23,9828,9828
2021-05-22,5/22,33312,33312
2021-05-21,5/21,45962,45962
2021-05-20,5/20,43898,43898
2021-05-19,5/19,49872,49872
2021-05-18,5/18,50285,50285
2021-05-17,5/17,46892,46892
2021-05-16,5/16,28649,28649
2021-05-15,5/15,59997,59997
2021-05-14,5/14,69349,69349
2021-05-13,5/13,62175,62175
2021-05-12,5/12,54276,54276
2021-05-11,5/11,59241,59241
2021-05-10,5/10,52770,52770
2021-05-09,5/9,36626,36626
2021-05-08,5/8,57716,57716
2021-05-07,5/7,72431,72431
2021-05-06,5/6,69460,69460
2021-05-05,5/5,67246,67246
2021-05-04,5/4,76488,76488
2021-05-03,5/3,71522,71522
2021-05-02,5/2,49243,49243
2021-05-01,5/1,66277,66277
2021-04-30,4/30,69513,69513
2021-04-29,4/29,71039,71039
2021-04-28,4/28,68379,68379
2021-04-27,4/27,62726,62726
2021-04-26,4/26,53418,53418
2021-04-25,4/25,39631,39631
2021-04-24,4/24,67418,67418
2021-04-23,4/23,74492,74492
2021-04-22,4/22,77881,77881
2021-04-21,4/21,73543,73543
2021-04-20,4/20,72603,72603
2021-04-19,4/19,69138,69138
2021-04-18,4/18,47157,47157
2021-04-17,4/17,76544,76544
2021-04-16,4/16,90377,90377
2021-04-15,4/15,92592,92592
2021-04-14,4/14,87091,87091
2021-04-13,4/13,83478,83478
2021-04-12,4/12,86306,86306
2021-04-11,4/11,69854,69854
2021-04-10,4/10,93865,93865
2021-04-09,4/9,113790,113790
2021-04-08,4/8,116301,116301
2021-04-07,4/7,105160,105160
2021-04-06,4/6,97775,97775
2021-04-05,4/5,84501,84501
2021-04-04,4/4,52433,52433
2021-04-03,4/3,86519,86519
2021-04-02,4/2,107519,107519
2021-04-01,4/1,113861,113861
2021-03-31,3/31,99675,99675
2021-03-30,3/30,84304,84304
2021-03-29,3/29,74718,74718
2021-03-28,3/28,60426,60426
2021-03-27,3/27,81986,81986
2021-03-26,3/26,95553,95553
2021-03-25,3/25,96681,96681
2021-03-24,3/24,81919,81919
2021-03-23,3/23,73541,73541
2021-03-22,3/22,62937,62937
2021-03-21,3/21,48399,48399
2021-03-20,3/20,67634,67634
2021-03-19,3/19,81578,81578
2021-03-18,3/18,80941,80941
2021-03-17,3/17,69984,69984
2021-03-16,3/16,62318,62318
2021-03-15,3/15,54100,54100
2021-03-14,3/14,50582,50582
2021-03-13,3/13,71775,71775
2021-03-12,3/12,84904,84904
2021-03-11,3/11,84787,84787
2021-03-10,3/10,70435,70435
2021-03-09,3/9,58346,58346
2021-03-08,3/8,62030,62030
2021-03-07,3/7,56552,56552
2021-03-06,3/6,70543,70543
2021-03-05,3/5,87015,87015
2021-03-04,3/4,82361,82361
2021-03-03,3/3,63479,63479
2021-03-02,3/2,58425,58425
2021-03-01,3/1,50923,50923
2021-02-28,2/28,57980,57980
2021-02-27,2/27,73229,73229
2021-02-26,2/26,93462,93462
2021-02-25,2/25,83615,83615
2021-02-24,2/24,55628,55628
2021-02-23,2/23,38672,38672
2021-02-22,2/22,24253,24253
2021-02-21,2/21,23569,23569
2021-02-20,2/20,37006,37006
2021-02-19,2/19,36577,36577
2021-02-18,2/18,36544,36544
2021-02-17,2/17,37691,37691
2021-02-16,2/16,40206,40206
2021-02-15,2/15,22786,22786
2021-02-14,2/14,39623,39623
2021-02-13,2/13,52671,52671
2021-02-12,2/12,68333,68333
2021-02-11,2/11,60515,60515
2021-02-10,2/10,48006,48006
2021-02-09,2/9,44529,44529
2021-02-08,2/8,39733,39733
2021-02-07,2/7,20116,20116
2021-02-06,2/6,33773,33773
2021-02-05,2/5,46720,46720
2021-02-04,2/4,45763,45763
2021-02-03,2/3,36761,36761
2021-02-02,2/2,11992,11992
2021-02-01,2/1,6336,6336
2021-01-31,1/31,15608,15608
2021-01-30,1/30,22017,22017
2021-01-29,1/29,42565,42565
2021-01-28,1/28,41857,41857
2021-01-27,1/27,32444,32444
2021-01-26,1/26,26886,26886
2021-01-25,1/25,24332,24332
2021-01-24,1/24,10334,10334
2021-01-23,1/23,18493,18493
2021-01-22,1/22,28527,28527
2021-01-21,1/21,33070,33070
2021-01-20,1/20,43755,43755
2021-01-19,1/19,43324,43324
2021-01-18,1/18,29100,29100
2021-01-17,1/17,25282,25282
2021-01-16,1/16,32303,32303
2021-01-15,1/15,32379,32379
2021-01-14,1/14,40708,40708
2021-01-13,1/13,40671,40671
2021-01-12,1/12,35604,35604
2021-01-11,1/11,32926,32926
2021-01-10,1/10,8792,8792
2021-01-09,1/9,9088,9088
2021-01-08,1/8,21797,21797
2021-01-07,1/7,21508,21508
2021-01-06,1/6,21533,21533
2021-01-05,1/5,16043,16043
2021-01-04,1/4,12971,12971
2021-01-03,1/3,3545,3545
2021-01-02,1/2,3812,3812
2021-01-01,1/1,164,164
2020-12-31,12/31,7235,7235
2020-12-30,12/30,12814,12814
2020-12-29,12/29,10723,10723
2020-12-28,12/28,10980,10980
2020-12-27,12/27,3839,3839
2020-12-26,12/26,4352,4352
2020-12-25,12/25,179,179
2020-12-24,12/24,7242,7242
2020-12-23,12/23,14249,14249
2020-12-22,12/22,9755,9755
2020-12-21,12/21,6272,6272
2020-12-20,12/20,1104,1104
2020-12-19,12/19,1686,1686
2020-12-18,12/18,5785,5785
2020-12-17,12/17,4496,4496
2020-12-16,12/16,4514,4514
2020-12-15,12/15,2040,2040
2020-12-14,12/14,77,77
