Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5997,5441,0.549429465818439
STATEN ISLAND,Staten Island,75to84,75 to 84,17240,15816,0.6955450987290558
STATEN ISLAND,Staten Island,65to74,65 to 74,37129,34004,0.7287768704858656
STATEN ISLAND,Staten Island,55to64,55 to 64,45578,40285,0.6091788900650236
STATEN ISLAND,Staten Island,45to54,45 to 54,36414,31099,0.4846194602007106
STATEN ISLAND,Staten Island,35to44,35 to 44,29193,24296,0.4105857302193531
STATEN ISLAND,Staten Island,25to34,25 to 34,25113,20640,0.318917164974737
STATEN ISLAND,Staten Island,18to24,18 to 24,15326,11540,0.2908848338932073
STATEN ISLAND,Staten Island,<18,<18,4790,2142,0.0208011770464553
STATEN ISLAND,Staten Island,%all%,%all%,216780,185263,0.3890910923819102
QUEENS,Queens,85andUp,85+,29045,25780,0.4993685663465956
QUEENS,Queens,75to84,75 to 84,75672,68290,0.6222557914305008
QUEENS,Queens,65to74,65 to 74,162613,146262,0.700738600221666
QUEENS,Queens,55to64,55 to 64,224766,193099,0.6398593422680884
QUEENS,Queens,45to54,45 to 54,207378,170888,0.566894669270837
QUEENS,Queens,35to44,35 to 44,198637,159055,0.5153928832837608
QUEENS,Queens,25to34,25 to 34,194614,153839,0.4243856310939688
QUEENS,Queens,18to24,18 to 24,86411,62635,0.3584754488923975
QUEENS,Queens,<18,<18,26739,11137,0.0247945661789306
QUEENS,Queens,%all%,%all%,1205875,990985,0.4368786276148629
MANHATTAN,Manhattan,85andUp,85+,25376,23340,0.5860548572431118
MANHATTAN,Manhattan,75to84,75 to 84,65573,61373,0.7166555131695784
MANHATTAN,Manhattan,65to74,65 to 74,119153,111055,0.751351846720926
MANHATTAN,Manhattan,55to64,55 to 64,140584,125599,0.6906966448268834
MANHATTAN,Manhattan,45to54,45 to 54,136370,118846,0.6152493043453908
MANHATTAN,Manhattan,35to44,35 to 44,154722,132824,0.5726486934444062
MANHATTAN,Manhattan,25to34,25 to 34,228848,194532,0.5410619016010142
MANHATTAN,Manhattan,18to24,18 to 24,85899,68032,0.4724859254375532
MANHATTAN,Manhattan,<18,<18,25208,8300,0.0364567757309361
MANHATTAN,Manhattan,%all%,%all%,981733,843901,0.5237001584478665
BROOKLYN,Brooklyn,85andUp,85+,23459,20375,0.39966653589643
BROOKLYN,Brooklyn,75to84,75 to 84,65059,57495,0.5390442617264042
BROOKLYN,Brooklyn,65to74,65 to 74,142443,126253,0.600509886179326
BROOKLYN,Brooklyn,55to64,55 to 64,176474,149598,0.5235550422594362
BROOKLYN,Brooklyn,45to54,45 to 54,169185,139519,0.4723597164196286
BROOKLYN,Brooklyn,35to44,35 to 44,192983,159141,0.4445453174146475
BROOKLYN,Brooklyn,25to34,25 to 34,230655,190869,0.4060688322933531
BROOKLYN,Brooklyn,18to24,18 to 24,77124,56080,0.2698388009380869
BROOKLYN,Brooklyn,<18,<18,22953,8324,0.0144749303493257
BROOKLYN,Brooklyn,%all%,%all%,1100335,907654,0.3545657784689498
THE BRONX,Bronx,85andUp,85+,13516,12080,0.454063970243889
THE BRONX,Bronx,75to84,75 to 84,38655,34968,0.6040354565157808
THE BRONX,Bronx,65to74,65 to 74,82185,73677,0.6992841458276818
THE BRONX,Bronx,55to64,55 to 64,119226,102234,0.6255447110738392
THE BRONX,Bronx,45to54,45 to 54,103467,84815,0.487621865801
THE BRONX,Bronx,35to44,35 to 44,85459,67094,0.374429319197154
THE BRONX,Bronx,25to34,25 to 34,71177,54072,0.2383040065578456
THE BRONX,Bronx,18to24,18 to 24,39138,26765,0.1933083145077241
THE BRONX,Bronx,<18,<18,11812,4256,0.012186247389015
THE BRONX,Bronx,%all%,%all%,564635,459961,0.3236835571577329
%all%,%all%,85andUp,85+,97393,87016,0.4862913411349182
%all%,%all%,75to84,75 to 84,262199,237942,0.6217867881128092
%all%,%all%,65to74,65 to 74,543523,491251,0.6834368630833548
%all%,%all%,55to64,55 to 64,706628,610815,0.6114726897717152
%all%,%all%,45to54,45 to 54,652814,545167,0.5302732161772302
%all%,%all%,35to44,35 to 44,660994,542410,0.477093093008569
%all%,%all%,25to34,25 to 34,750407,613952,0.4137982164846104
%all%,%all%,18to24,18 to 24,303898,225052,0.3193718147093753
%all%,%all%,<18,<18,91502,34159,0.020044924296814
%all%,%all%,%all%,%all%,4069358,3387764,0.4063618045112421
