Date-value,Date-alias,SUM(Total Doses Administered (daily))-value,SUM(Total Doses Administered (daily))-alias
2021-05-08,5/8,26928,26928
2021-05-07,5/7,45119,45119
2021-05-06,5/6,46643,46643
2021-05-05,5/5,53858,53858
2021-05-04,5/4,59940,59940
2021-05-03,5/3,53341,53341
2021-05-02,5/2,31701,31701
2021-05-01,5/1,50444,50444
2021-04-30,4/30,68171,68171
2021-04-29,4/29,69501,69501
2021-04-28,4/28,66896,66896
2021-04-27,4/27,59252,59252
2021-04-26,4/26,51807,51807
2021-04-25,4/25,38369,38369
2021-04-24,4/24,61531,61531
2021-04-23,4/23,70120,70120
2021-04-22,4/22,73526,73526
2021-04-21,4/21,70440,70440
2021-04-20,4/20,66625,66625
2021-04-19,4/19,61371,61371
2021-04-18,4/18,39406,39406
2021-04-17,4/17,69074,69074
2021-04-16,4/16,85409,85409
2021-04-15,4/15,88319,88319
2021-04-14,4/14,82678,82678
2021-04-13,4/13,77187,77187
2021-04-12,4/12,79308,79308
2021-04-11,4/11,63001,63001
2021-04-10,4/10,93492,93492
2021-04-09,4/9,113503,113503
2021-04-08,4/8,115862,115862
2021-04-07,4/7,104555,104555
2021-04-06,4/6,97197,97197
2021-04-05,4/5,84163,84163
2021-04-04,4/4,52148,52148
2021-04-03,4/3,86305,86305
2021-04-02,4/2,107196,107196
2021-04-01,4/1,113764,113764
2021-03-31,3/31,99621,99621
2021-03-30,3/30,84279,84279
2021-03-29,3/29,74623,74623
2021-03-28,3/28,60393,60393
2021-03-27,3/27,81934,81934
2021-03-26,3/26,95472,95472
2021-03-25,3/25,96613,96613
2021-03-24,3/24,81942,81942
2021-03-23,3/23,73506,73506
2021-03-22,3/22,62876,62876
2021-03-21,3/21,48395,48395
2021-03-20,3/20,67540,67540
2021-03-19,3/19,81225,81225
2021-03-18,3/18,80879,80879
2021-03-17,3/17,69961,69961
2021-03-16,3/16,62305,62305
2021-03-15,3/15,54093,54093
2021-03-14,3/14,50567,50567
2021-03-13,3/13,71558,71558
2021-03-12,3/12,84665,84665
2021-03-11,3/11,84592,84592
2021-03-10,3/10,70521,70521
2021-03-09,3/9,58434,58434
2021-03-08,3/8,62161,62161
2021-03-07,3/7,56615,56615
2021-03-06,3/6,70589,70589
2021-03-05,3/5,86900,86900
2021-03-04,3/4,82357,82357
2021-03-03,3/3,63504,63504
2021-03-02,3/2,58406,58406
2021-03-01,3/1,50943,50943
2021-02-28,2/28,57922,57922
2021-02-27,2/27,73245,73245
2021-02-26,2/26,93329,93329
2021-02-25,2/25,83575,83575
2021-02-24,2/24,55646,55646
2021-02-23,2/23,38625,38625
2021-02-22,2/22,24236,24236
2021-02-21,2/21,23602,23602
2021-02-20,2/20,36954,36954
2021-02-19,2/19,36519,36519
2021-02-18,2/18,36144,36144
2021-02-17,2/17,37545,37545
2021-02-16,2/16,40160,40160
2021-02-15,2/15,22681,22681
2021-02-14,2/14,39589,39589
2021-02-13,2/13,52610,52610
2021-02-12,2/12,67999,67999
2021-02-11,2/11,60376,60376
2021-02-10,2/10,47876,47876
2021-02-09,2/9,44612,44612
2021-02-08,2/8,39650,39650
2021-02-07,2/7,20021,20021
2021-02-06,2/6,33771,33771
2021-02-05,2/5,46595,46595
2021-02-04,2/4,45845,45845
2021-02-03,2/3,36596,36596
2021-02-02,2/2,11992,11992
2021-02-01,2/1,6331,6331
2021-01-31,1/31,15610,15610
2021-01-30,1/30,21939,21939
2021-01-29,1/29,42599,42599
2021-01-28,1/28,41835,41835
2021-01-27,1/27,32471,32471
2021-01-26,1/26,26861,26861
2021-01-25,1/25,24023,24023
2021-01-24,1/24,10341,10341
2021-01-23,1/23,18495,18495
2021-01-22,1/22,28499,28499
2021-01-21,1/21,33062,33062
2021-01-20,1/20,43842,43842
2021-01-19,1/19,43232,43232
2021-01-18,1/18,29084,29084
2021-01-17,1/17,25279,25279
2021-01-16,1/16,32298,32298
2021-01-15,1/15,32380,32380
2021-01-14,1/14,40719,40719
2021-01-13,1/13,40812,40812
2021-01-12,1/12,35626,35626
2021-01-11,1/11,32907,32907
2021-01-10,1/10,8787,8787
2021-01-09,1/9,9089,9089
2021-01-08,1/8,21800,21800
2021-01-07,1/7,21460,21460
2021-01-06,1/6,21505,21505
2021-01-05,1/5,16021,16021
2021-01-04,1/4,12968,12968
2021-01-03,1/3,3541,3541
2021-01-02,1/2,3806,3806
2021-01-01,1/1,165,165
2020-12-31,12/31,7234,7234
2020-12-30,12/30,12810,12810
2020-12-29,12/29,10711,10711
2020-12-28,12/28,10954,10954
2020-12-27,12/27,3839,3839
2020-12-26,12/26,4348,4348
2020-12-25,12/25,179,179
2020-12-24,12/24,7237,7237
2020-12-23,12/23,14253,14253
2020-12-22,12/22,9753,9753
2020-12-21,12/21,6270,6270
2020-12-20,12/20,1104,1104
2020-12-19,12/19,1685,1685
2020-12-18,12/18,5785,5785
2020-12-17,12/17,4495,4495
2020-12-16,12/16,4514,4514
2020-12-15,12/15,2039,2039
2020-12-14,12/14,77,77
