Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,348997,0.1037754054932452,0.1037754054932452
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,5249,0.0015608074093303,0.0015608074093303
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,9841,0.0029262537083672,0.0029262537083672
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,454696,0.1352053506940077,0.1352053506940077
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,719194,0.2138547006945875,0.2138547006945875
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,714840,0.2125600244781227,0.2125600244781227
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1110186,0.3301174575223394,0.3301174575223394
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,63557,0.1066156488831333,0.1066156488831333
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,840,0.0014090838941711,0.0014090838941711
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1474,0.002472606738105,0.002472606738105
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,47558,0.0797776331416532,0.0797776331416532
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,71724,0.1203156347922943,0.1203156347922943
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,78686,0.1319942563056504,0.1319942563056504
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,332293,0.5574151362449928,0.5574151362449928
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,259033,0.1017040522134696,0.1017040522134696
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,4188,0.0016443332342598,0.0016443332342598
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7345,0.0028838652353481,0.0028838652353481
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,318926,0.12521982356006,0.12521982356006
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,567361,0.2227627860847319,0.2227627860847319
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,576394,0.2263094102740988,0.2263094102740988
18 to 64 years,18 to 64 years,White,White,NYC,NYC,813682,0.319475729398032,0.319475729398032
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,45906,0.1033376628931214,0.1033376628931214
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,696,0.0015667453791141,0.0015667453791141
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1102,0.0024806801835973,0.0024806801835973
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,38103,0.0857725562936567,0.0857725562936567
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,60914,0.137121735665743,0.137121735665743
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,64879,0.14604723197061,0.14604723197061
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,232633,0.5236733876141574,0.5236733876141574
65+ years,65+ years,Other,Other,NYC,NYC,86344,0.1092884555018885,0.1092884555018885
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,1000,0.0012657330619602,0.0012657330619602
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2258,0.0028580252539061,0.0028580252539061
65+ years,65+ years,Black,Black,NYC,NYC,132776,0.1680589730348229,0.1680589730348229
65+ years,65+ years,Latino,Latino,NYC,NYC,146153,0.184990684204664,0.184990684204664
65+ years,65+ years,Asian,Asian,NYC,NYC,131182,0.1660413945340583,0.1660413945340583
65+ years,65+ years,White,White,NYC,NYC,290343,0.3674967344087001,0.3674967344087001
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17299,0.1170702326651598,0.1170702326651598
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,135,0.0009136066483494,0.0009136066483494
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,362,0.0024498193089073,0.0024498193089073
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9220,0.062395950353938,0.062395950353938
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,10175,0.0688588714589283,0.0688588714589283
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13132,0.0888702407861078,0.0888702407861078
65+ years,65+ years,White,White,Non- NYC,Non- NYC,97443,0.6594412787786096,0.6594412787786096
