Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2116,2116
2020-12-16,12/16,6630,6630
2020-12-17,12/17,11125,11125
2020-12-18,12/18,16910,16910
2020-12-19,12/19,18595,18595
2020-12-20,12/20,19699,19699
2020-12-21,12/21,25969,25969
2020-12-22,12/22,35722,35722
2020-12-23,12/23,49975,49975
2020-12-24,12/24,57212,57212
2020-12-25,12/25,57391,57391
2020-12-26,12/26,61739,61739
2020-12-27,12/27,65578,65578
2020-12-28,12/28,76532,76532
2020-12-29,12/29,87243,87243
2020-12-30,12/30,100053,100053
2020-12-31,12/31,107287,107287
2021-01-01,1/1,107452,107452
2021-01-02,1/2,111258,111258
2021-01-03,1/3,114799,114799
2021-01-04,1/4,127767,127767
2021-01-05,1/5,143788,143788
2021-01-06,1/6,165293,165293
2021-01-07,1/7,186753,186753
2021-01-08,1/8,208553,208553
2021-01-09,1/9,217642,217642
2021-01-10,1/10,226429,226429
2021-01-11,1/11,259336,259336
2021-01-12,1/12,294962,294962
2021-01-13,1/13,335774,335774
2021-01-14,1/14,376493,376493
2021-01-15,1/15,408873,408873
2021-01-16,1/16,441171,441171
2021-01-17,1/17,466450,466450
2021-01-18,1/18,495534,495534
2021-01-19,1/19,538766,538766
2021-01-20,1/20,582608,582608
2021-01-21,1/21,615670,615670
2021-01-22,1/22,644169,644169
2021-01-23,1/23,662664,662664
2021-01-24,1/24,673005,673005
2021-01-25,1/25,697028,697028
2021-01-26,1/26,723889,723889
2021-01-27,1/27,756360,756360
2021-01-28,1/28,798195,798195
2021-01-29,1/29,840794,840794
2021-01-30,1/30,862733,862733
2021-01-31,1/31,878343,878343
2021-02-01,2/1,884674,884674
2021-02-02,2/2,896666,896666
2021-02-03,2/3,933262,933262
2021-02-04,2/4,979107,979107
2021-02-05,2/5,1025702,1025702
2021-02-06,2/6,1059473,1059473
2021-02-07,2/7,1079494,1079494
2021-02-08,2/8,1119144,1119144
2021-02-09,2/9,1163756,1163756
2021-02-10,2/10,1211632,1211632
2021-02-11,2/11,1272008,1272008
2021-02-12,2/12,1340007,1340007
2021-02-13,2/13,1392617,1392617
2021-02-14,2/14,1432206,1432206
2021-02-15,2/15,1454887,1454887
2021-02-16,2/16,1495047,1495047
2021-02-17,2/17,1532592,1532592
2021-02-18,2/18,1568736,1568736
2021-02-19,2/19,1605255,1605255
2021-02-20,2/20,1642209,1642209
2021-02-21,2/21,1665811,1665811
2021-02-22,2/22,1690047,1690047
2021-02-23,2/23,1728672,1728672
2021-02-24,2/24,1784318,1784318
2021-02-25,2/25,1867893,1867893
2021-02-26,2/26,1961222,1961222
2021-02-27,2/27,2034467,2034467
2021-02-28,2/28,2092389,2092389
2021-03-01,3/1,2143332,2143332
2021-03-02,3/2,2201738,2201738
2021-03-03,3/3,2265242,2265242
2021-03-04,3/4,2347599,2347599
2021-03-05,3/5,2434499,2434499
2021-03-06,3/6,2505088,2505088
2021-03-07,3/7,2561703,2561703
2021-03-08,3/8,2623864,2623864
2021-03-09,3/9,2682298,2682298
2021-03-10,3/10,2752819,2752819
2021-03-11,3/11,2837411,2837411
2021-03-12,3/12,2922076,2922076
2021-03-13,3/13,2993634,2993634
2021-03-14,3/14,3044201,3044201
2021-03-15,3/15,3098294,3098294
2021-03-16,3/16,3160599,3160599
2021-03-17,3/17,3230560,3230560
2021-03-18,3/18,3311439,3311439
2021-03-19,3/19,3392664,3392664
2021-03-20,3/20,3460204,3460204
2021-03-21,3/21,3508599,3508599
2021-03-22,3/22,3571475,3571475
2021-03-23,3/23,3644981,3644981
2021-03-24,3/24,3726923,3726923
2021-03-25,3/25,3823536,3823536
2021-03-26,3/26,3919008,3919008
2021-03-27,3/27,4000942,4000942
2021-03-28,3/28,4061335,4061335
2021-03-29,3/29,4135958,4135958
2021-03-30,3/30,4220237,4220237
2021-03-31,3/31,4319858,4319858
2021-04-01,4/1,4433622,4433622
2021-04-02,4/2,4540818,4540818
2021-04-03,4/3,4627123,4627123
2021-04-04,4/4,4679271,4679271
2021-04-05,4/5,4763434,4763434
2021-04-06,4/6,4860631,4860631
2021-04-07,4/7,4965186,4965186
2021-04-08,4/8,5081048,5081048
2021-04-09,4/9,5194551,5194551
2021-04-10,4/10,5288043,5288043
2021-04-11,4/11,5351044,5351044
2021-04-12,4/12,5430352,5430352
2021-04-13,4/13,5507539,5507539
2021-04-14,4/14,5590217,5590217
2021-04-15,4/15,5678536,5678536
2021-04-16,4/16,5763945,5763945
2021-04-17,4/17,5833019,5833019
2021-04-18,4/18,5872425,5872425
2021-04-19,4/19,5933796,5933796
2021-04-20,4/20,6000421,6000421
2021-04-21,4/21,6070861,6070861
2021-04-22,4/22,6144387,6144387
2021-04-23,4/23,6214507,6214507
2021-04-24,4/24,6276038,6276038
2021-04-25,4/25,6314407,6314407
2021-04-26,4/26,6366214,6366214
2021-04-27,4/27,6425466,6425466
2021-04-28,4/28,6492362,6492362
2021-04-29,4/29,6561863,6561863
2021-04-30,4/30,6630034,6630034
2021-05-01,5/1,6680478,6680478
2021-05-02,5/2,6712179,6712179
2021-05-03,5/3,6765520,6765520
2021-05-04,5/4,6825460,6825460
2021-05-05,5/5,6879318,6879318
2021-05-06,5/6,6925961,6925961
2021-05-07,5/7,6971080,6971080
2021-05-08,5/8,6998008,6998008
