Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.4431269195592255
Latino,Latino,STATEN ISLAND,Staten Island,0.3979497709419374
Black,Black,STATEN ISLAND,Staten Island,0.33443187015359
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.7364659851947492
White,White,QUEENS,Queens,0.4665887878455098
Latino,Latino,QUEENS,Queens,0.4881861871430658
Black,Black,QUEENS,Queens,0.3166423596116437
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.7370703984305386
White,White,MANHATTAN,Manhattan,0.6168380734969124
Latino,Latino,MANHATTAN,Manhattan,0.4708644672267788
Black,Black,MANHATTAN,Manhattan,0.4013076266130404
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.726404744963574
White,White,BROOKLYN,Brooklyn,0.463124186664925
Latino,Latino,BROOKLYN,Brooklyn,0.4099670900858445
Black,Black,BROOKLYN,Brooklyn,0.318517082905813
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.758806504937793
White,White,THE BRONX,Bronx,0.4662137926315394
Latino,Latino,THE BRONX,Bronx,0.3648417216185063
Black,Black,THE BRONX,Bronx,0.3250063319871162
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.5900281228432712
White,White,%all%,%all%,0.508975599784891
Latino,Latino,%all%,%all%,0.4266436979298934
Black,Black,%all%,%all%,0.3293936573171733
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.733975195403449
