Borough-value,Borough-alias,Demographic -value,Demographic -alias,AGG(Calculation1)-alias
STATEN ISLAND,Staten Island,M,Male,0.1621606553128852
STATEN ISLAND,Staten Island,F,Female,0.1910924519328503
QUEENS,Queens,M,Male,0.1265106760618495
QUEENS,Queens,F,Female,0.1490420819835239
MANHATTAN,Manhattan,M,Male,0.1792883437757482
MANHATTAN,Manhattan,F,Female,0.2128332360082883
BROOKLYN,Brooklyn,M,Male,0.1063602813033814
BROOKLYN,Brooklyn,F,Female,0.1264143140733791
THE BRONX,Bronx,M,Male,0.1397595648570486
THE BRONX,Bronx,F,Female,0.1559848113215399
%all%,%all%,M,Male,0.1357049352077363
%all%,%all%,F,Female,0.1589687982726655
