Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3015605006856052
Latino,Latino,STATEN ISLAND,Staten Island,0.1950743473453824
Black,Black,STATEN ISLAND,Staten Island,0.1780175018464224
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.4429919690485961
White,White,QUEENS,Queens,0.3169301031293815
Latino,Latino,QUEENS,Queens,0.2343251802598771
Black,Black,QUEENS,Queens,0.1858004198849889
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.4335059129151272
White,White,MANHATTAN,Manhattan,0.459577489789682
Latino,Latino,MANHATTAN,Manhattan,0.2758634461083033
Black,Black,MANHATTAN,Manhattan,0.2505101726903353
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.4781176181791792
White,White,BROOKLYN,Brooklyn,0.2868439169290786
Latino,Latino,BROOKLYN,Brooklyn,0.1997647199899107
Black,Black,BROOKLYN,Brooklyn,0.1801713325602859
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.4057984152040386
White,White,THE BRONX,Bronx,0.3207139286228125
Latino,Latino,THE BRONX,Bronx,0.1804048448721076
Black,Black,THE BRONX,Bronx,0.1835557089723278
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3399692174902232
White,White,%all%,%all%,0.3455948151661312
Latino,Latino,%all%,%all%,0.2150706183801716
Black,Black,%all%,%all%,0.1898432947320916
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4296578748129521
