Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5834,5194,0.5244875290316066
STATEN ISLAND,Staten Island,75to84,75 to 84,16896,15274,0.6717093979506574
STATEN ISLAND,Staten Island,65to74,65 to 74,36282,32603,0.6987505090121948
STATEN ISLAND,Staten Island,55to64,55 to 64,43769,37097,0.560970815061243
STATEN ISLAND,Staten Island,45to54,45 to 54,34346,27686,0.4314342703983046
STATEN ISLAND,Staten Island,35to44,35 to 44,27116,21099,0.356558623719877
STATEN ISLAND,Staten Island,25to34,25 to 34,23380,17536,0.2709559789242727
STATEN ISLAND,Staten Island,18to24,18 to 24,13531,8811,0.2220958640756542
STATEN ISLAND,Staten Island,<18,<18,2532,1402,0.0136149627540291
STATEN ISLAND,Staten Island,%all%,%all%,203686,166702,0.3501091058778558
QUEENS,Queens,85andUp,85+,28112,24464,0.4738771375912768
QUEENS,Queens,75to84,75 to 84,73481,64747,0.589972114918006
QUEENS,Queens,65to74,65 to 74,157452,137482,0.6586737788056712
QUEENS,Queens,55to64,55 to 64,213495,170587,0.5652628217623415
QUEENS,Queens,45to54,45 to 54,193532,143620,0.476437271199134
QUEENS,Queens,35to44,35 to 44,182875,130672,0.4234222051771751
QUEENS,Queens,25to34,25 to 34,178347,122866,0.3389424329980796
QUEENS,Queens,18to24,18 to 24,75989,42624,0.2439475937349653
QUEENS,Queens,<18,<18,14195,5444,0.0121201057985183
QUEENS,Queens,%all%,%all%,1117478,842506,0.3714212274023196
MANHATTAN,Manhattan,85andUp,85+,24850,22521,0.5654902073681284
MANHATTAN,Manhattan,75to84,75 to 84,64538,59629,0.6962907401428768
MANHATTAN,Manhattan,65to74,65 to 74,116703,107235,0.7255073187440324
MANHATTAN,Manhattan,55to64,55 to 64,135262,115893,0.6373212068481596
MANHATTAN,Manhattan,45to54,45 to 54,129745,106280,0.5501968603556546
MANHATTAN,Manhattan,35to44,35 to 44,146087,116508,0.5023049597649586
MANHATTAN,Manhattan,25to34,25 to 34,217147,165198,0.4594737319345112
MANHATTAN,Manhattan,18to24,18 to 24,79220,52450,0.3642680913276056
MANHATTAN,Manhattan,<18,<18,9844,5573,0.0244787483311454
MANHATTAN,Manhattan,%all%,%all%,923396,751287,0.4662266319625434
BROOKLYN,Brooklyn,85andUp,85+,22615,18929,0.3713024715574736
BROOKLYN,Brooklyn,75to84,75 to 84,62728,53851,0.504879946747171
BROOKLYN,Brooklyn,65to74,65 to 74,137160,117393,0.5583681739701204
BROOKLYN,Brooklyn,55to64,55 to 64,166352,131293,0.4594921868164558
BROOKLYN,Brooklyn,45to54,45 to 54,157515,118298,0.400513261512835
BROOKLYN,Brooklyn,35to44,35 to 44,179932,134623,0.3760566055655808
BROOKLYN,Brooklyn,25to34,25 to 34,216031,156999,0.3340112883769714
BROOKLYN,Brooklyn,18to24,18 to 24,67934,38651,0.1859760965595221
BROOKLYN,Brooklyn,<18,<18,10385,4397,0.0076461158993254
BROOKLYN,Brooklyn,%all%,%all%,1020652,774434,0.302524744101632
THE BRONX,Bronx,85andUp,85+,13119,11388,0.4280530209550834
THE BRONX,Bronx,75to84,75 to 84,37407,33123,0.5721650201948126
THE BRONX,Bronx,65to74,65 to 74,79132,69178,0.6565831757545418
THE BRONX,Bronx,55to64,55 to 64,112231,91677,0.5609490235842904
THE BRONX,Bronx,45to54,45 to 54,95036,72653,0.4176995981375943
THE BRONX,Bronx,35to44,35 to 44,76774,55495,0.3096991544526494
THE BRONX,Bronx,25to34,25 to 34,63117,43833,0.193179085653389
THE BRONX,Bronx,18to24,18 to 24,33106,18968,0.1369950349180837
THE BRONX,Bronx,<18,<18,5549,2078,0.0059499581941666
THE BRONX,Bronx,%all%,%all%,515471,398393,0.2803569506691669
%all%,%all%,85andUp,85+,94530,82496,0.4610311951625704
%all%,%all%,75to84,75 to 84,255050,226624,0.5922107449263992
%all%,%all%,65to74,65 to 74,526729,463891,0.6453731592456822
%all%,%all%,55to64,55 to 64,671109,546547,0.5471354897582108
%all%,%all%,45to54,45 to 54,610174,468537,0.4557367226703576
%all%,%all%,35to44,35 to 44,612784,458397,0.4031969221729853
%all%,%all%,25to34,25 to 34,698022,506432,0.3413306876933934
%all%,%all%,18to24,18 to 24,269780,161504,0.2291907006506183
%all%,%all%,<18,<18,42505,18894,0.0110872332229867
%all%,%all%,%all%,%all%,3780683,2933322,0.3518515519772115
