Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,94376,76250,0.3296157005144167
STATEN ISLAND,Staten Island,F,Female,108497,89760,0.366647196023087
QUEENS,Queens,M,Male,516346,383797,0.3475905292069462
QUEENS,Queens,F,Female,584414,445895,0.3830166540914853
MANHATTAN,Manhattan,M,Male,424327,341386,0.4470686760259788
MANHATTAN,Manhattan,F,Female,490128,402351,0.4745766141686186
BROOKLYN,Brooklyn,M,Male,459168,342373,0.2824407644320959
BROOKLYN,Brooklyn,F,Female,546921,420229,0.3118098936788283
THE BRONX,Bronx,M,Male,229889,175136,0.2625161618291026
THE BRONX,Bronx,F,Female,283431,221660,0.2940267813351185
%all%,%all%,M,Male,1724106,1318942,0.3315222738368439
%all%,%all%,F,Female,2013391,1579895,0.36249630858359
