Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2751510518399272
Latino,Latino,STATEN ISLAND,Staten Island,0.1644287963943588
Black,Black,STATEN ISLAND,Staten Island,0.1543989743271181
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.3245310981078181
White,White,QUEENS,Queens,0.25691954116314
Latino,Latino,QUEENS,Queens,0.1757666278223636
Black,Black,QUEENS,Queens,0.1512616183966939
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.3223451034634266
White,White,MANHATTAN,Manhattan,0.3519834935184956
Latino,Latino,MANHATTAN,Manhattan,0.2152335214453884
Black,Black,MANHATTAN,Manhattan,0.1968882242451543
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.2922306522197231
White,White,BROOKLYN,Brooklyn,0.237344462628714
Latino,Latino,BROOKLYN,Brooklyn,0.1582376705466936
Black,Black,BROOKLYN,Brooklyn,0.14762859115957
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.2881862813928442
White,White,THE BRONX,Bronx,0.2734261565040096
Latino,Latino,THE BRONX,Bronx,0.1547314875316701
Black,Black,THE BRONX,Bronx,0.1592092361692774
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.2837864349338924
White,White,%all%,%all%,0.2822932037275335
Latino,Latino,%all%,%all%,0.1722470708904465
Black,Black,%all%,%all%,0.1568026635714485
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.3067581664923001
