COLLECT(Geometry)-alias,NEIGHBORHOOD_NAME-alias,Zcta Num-alias,SUM(Indicator)-alias,SUM(Perc at least 1 dose mod)-alias,SUM(At least 1 dose)-alias,SUM(N_FULLY_VACCINATED_CUMULATIVE)-alias,SUM(PERC_FULLY)-alias,SUM(POPULATION_ESTIMATE)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias
15762847265830703697,Woodside,11377,58.4768921490391,72.81970283752753,49923,40090,58.4768921490391,"68,557",40.748095865715825,40.7481,-73.90488148995414,-73.9049
5491391460327512426,Woodhaven,11421,49.0997850435877,61.20069933815153,18814,15094,49.0997850435877,"30,741",40.6949328592646,40.6949,-73.85742352310456,-73.8574
606877357397903347,Williamsburg (South),11206,41.9528308681792,51.27460922351329,31859,26067,41.9528308681792,"62,134",40.701708728968114,40.7017,-73.94260909800067,-73.9426
14845648054386008612,Whitestone,11357,59.5931137788819,69.35638288601545,21830,18757,59.5931137788819,"31,475",40.79555736767808,40.7956,-73.81266253171098,-73.8127
7420745213283380475,Washington Heights (South),10032,48.4342088802616,56.69762212263751,29826,25479,48.4342088802616,"52,605",40.841967848266336,40.8420,-73.94449732823475,-73.9445
17247437443817389083,Washington Heights (North)/Washington Heights (South),10033,46.5576502094735,54.36347546461322,26270,22498,46.5576502094735,"48,323",40.85195450171841,40.8520,-73.93181845342768,-73.9318
17687815689908805664,Washington Heights (North),10040,47.8026819985684,55.80022561302799,20171,17280,47.8026819985684,"36,149",40.85993401153404,40.8599,-73.93066113529713,-73.9307
11478921791500012445,Wakefield/Woodlawn,10470,46.1316526967321,54.69895962612519,6474,5460,46.1316526967321,"11,836",40.89977591328477,40.8998,-73.8624646955597,-73.8625
6845210453292960452,Upper West Side,10024,69.8924849090289,77.65036256500296,37965,34172,69.8924849090289,"48,892",40.80030305465449,40.8003,-73.97207950814655,-73.9721
1764209357050534738,Upper East Side/Yorkville,10128,68.637682790029,76.44935984249824,37688,33837,68.637682790029,"49,298",40.78023625048825,40.7802,-73.94761260337108,-73.9476
