Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,97006,82770,0.4638525518470938
STATEN ISLAND,Staten Island,F,Female,111006,95983,0.492908731661895
QUEENS,Queens,M,Male,536244,435996,0.4988301941692258
QUEENS,Queens,F,Female,602834,497423,0.5263054141008668
MANHATTAN,Manhattan,M,Male,433426,373534,0.5758161059621714
MANHATTAN,Manhattan,F,Female,499013,434168,0.5906648454149214
BROOKLYN,Brooklyn,M,Male,477218,389513,0.4242702003269325
BROOKLYN,Brooklyn,F,Female,565058,469131,0.4397709639725808
THE BRONX,Bronx,M,Male,239202,192597,0.3937403699775168
THE BRONX,Bronx,F,Female,292306,239058,0.410310373179264
%all%,%all%,M,Male,1783096,1474410,0.47432996903851
%all%,%all%,F,Female,2070217,1735763,0.4925143653144598
