Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2550662516611384
Latino,Latino,STATEN ISLAND,Staten Island,0.1443173356799567
Black,Black,STATEN ISLAND,Staten Island,0.1390076318793223
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.3267288039549016
White,White,QUEENS,Queens,0.2529590320207446
Latino,Latino,QUEENS,Queens,0.1676414625604781
Black,Black,QUEENS,Queens,0.1445005661587434
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.3189454075209926
White,White,MANHATTAN,Manhattan,0.359975709400186
Latino,Latino,MANHATTAN,Manhattan,0.210000941084019
Black,Black,MANHATTAN,Manhattan,0.1939519121628091
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.3243316783070837
White,White,BROOKLYN,Brooklyn,0.2170922627774449
Latino,Latino,BROOKLYN,Brooklyn,0.1460121278782002
Black,Black,BROOKLYN,Brooklyn,0.1387041726157139
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.2880108778894394
White,White,THE BRONX,Bronx,0.2697162963446656
Latino,Latino,THE BRONX,Bronx,0.1411667973227448
Black,Black,THE BRONX,Bronx,0.1476643310098184
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.2685920804340123
White,White,%all%,%all%,0.271904372000346
Latino,Latino,%all%,%all%,0.1608056643244113
Black,Black,%all%,%all%,0.1480791391178236
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.309767339309135
