Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3697438410101131
Latino,Latino,STATEN ISLAND,Staten Island,0.2923463977075295
Black,Black,STATEN ISLAND,Staten Island,0.2617219847362414
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.6101178263673136
White,White,QUEENS,Queens,0.4037326718783978
Latino,Latino,QUEENS,Queens,0.3865302489078428
Black,Black,QUEENS,Queens,0.2642686743083618
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.629041652890691
White,White,MANHATTAN,Manhattan,0.5619361413705152
Latino,Latino,MANHATTAN,Manhattan,0.3957291352767595
Black,Black,MANHATTAN,Manhattan,0.3459428576437776
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.666532259493722
White,White,BROOKLYN,Brooklyn,0.366851948647994
Latino,Latino,BROOKLYN,Brooklyn,0.3203405564434264
Black,Black,BROOKLYN,Brooklyn,0.2623667873567299
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.62723223356204
White,White,THE BRONX,Bronx,0.402300764266816
Latino,Latino,THE BRONX,Bronx,0.2803649230185788
Black,Black,THE BRONX,Bronx,0.2592138887000776
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4902150701957272
White,White,%all%,%all%,0.4322294457519381
Latino,Latino,%all%,%all%,0.3361562805590055
Black,Black,%all%,%all%,0.2712158952990611
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.6274332423831224
