Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2117,2117
2020-12-16,12/16,6631,6631
2020-12-17,12/17,11127,11127
2020-12-18,12/18,16912,16912
2020-12-19,12/19,18598,18598
2020-12-20,12/20,19702,19702
2020-12-21,12/21,25974,25974
2020-12-22,12/22,35729,35729
2020-12-23,12/23,49978,49978
2020-12-24,12/24,57220,57220
2020-12-25,12/25,57399,57399
2020-12-26,12/26,61751,61751
2020-12-27,12/27,65590,65590
2020-12-28,12/28,76570,76570
2020-12-29,12/29,87293,87293
2020-12-30,12/30,100107,100107
2020-12-31,12/31,107342,107342
2021-01-01,1/1,107506,107506
2021-01-02,1/2,111318,111318
2021-01-03,1/3,114863,114863
2021-01-04,1/4,127834,127834
2021-01-05,1/5,143877,143877
2021-01-06,1/6,165410,165410
2021-01-07,1/7,186918,186918
2021-01-08,1/8,208715,208715
2021-01-09,1/9,217803,217803
2021-01-10,1/10,226595,226595
2021-01-11,1/11,259521,259521
2021-01-12,1/12,295125,295125
2021-01-13,1/13,335796,335796
2021-01-14,1/14,376504,376504
2021-01-15,1/15,408883,408883
2021-01-16,1/16,441186,441186
2021-01-17,1/17,466468,466468
2021-01-18,1/18,495568,495568
2021-01-19,1/19,538892,538892
2021-01-20,1/20,582647,582647
2021-01-21,1/21,615717,615717
2021-01-22,1/22,644244,644244
2021-01-23,1/23,662737,662737
2021-01-24,1/24,673071,673071
2021-01-25,1/25,697403,697403
2021-01-26,1/26,724289,724289
2021-01-27,1/27,756733,756733
2021-01-28,1/28,798590,798590
2021-01-29,1/29,841155,841155
2021-01-30,1/30,863172,863172
2021-01-31,1/31,878780,878780
2021-02-01,2/1,885116,885116
2021-02-02,2/2,897108,897108
2021-02-03,2/3,933869,933869
2021-02-04,2/4,979632,979632
2021-02-05,2/5,1026352,1026352
2021-02-06,2/6,1060125,1060125
2021-02-07,2/7,1080241,1080241
2021-02-08,2/8,1119974,1119974
2021-02-09,2/9,1164503,1164503
