Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2021-02-10,2/10,1212509,1212509
2021-02-11,2/11,1273024,1273024
2021-02-12,2/12,1341357,1341357
2021-02-13,2/13,1394028,1394028
2021-02-14,2/14,1433651,1433651
2021-02-15,2/15,1456437,1456437
2021-02-16,2/16,1496643,1496643
2021-02-17,2/17,1534334,1534334
2021-02-18,2/18,1570878,1570878
2021-02-19,2/19,1607455,1607455
2021-02-20,2/20,1644461,1644461
2021-02-21,2/21,1668030,1668030
2021-02-22,2/22,1692283,1692283
2021-02-23,2/23,1730955,1730955
2021-02-24,2/24,1786583,1786583
2021-02-25,2/25,1870198,1870198
2021-02-26,2/26,1963660,1963660
2021-02-27,2/27,2036889,2036889
2021-02-28,2/28,2094869,2094869
2021-03-01,3/1,2145792,2145792
2021-03-02,3/2,2204217,2204217
2021-03-03,3/3,2267696,2267696
2021-03-04,3/4,2350057,2350057
2021-03-05,3/5,2437072,2437072
2021-03-06,3/6,2507615,2507615
2021-03-07,3/7,2564167,2564167
2021-03-08,3/8,2626197,2626197
2021-03-09,3/9,2684543,2684543
2021-03-10,3/10,2754978,2754978
2021-03-11,3/11,2839765,2839765
2021-03-12,3/12,2924669,2924669
2021-03-13,3/13,2996444,2996444
2021-03-14,3/14,3047026,3047026
2021-03-15,3/15,3101126,3101126
2021-03-16,3/16,3163444,3163444
2021-03-17,3/17,3233428,3233428
2021-03-18,3/18,3314369,3314369
2021-03-19,3/19,3395947,3395947
2021-03-20,3/20,3463581,3463581
2021-03-21,3/21,3511980,3511980
2021-03-22,3/22,3574917,3574917
2021-03-23,3/23,3648458,3648458
2021-03-24,3/24,3730377,3730377
2021-03-25,3/25,3827058,3827058
2021-03-26,3/26,3922611,3922611
2021-03-27,3/27,4004597,4004597
2021-03-28,3/28,4065023,4065023
2021-03-29,3/29,4139741,4139741
2021-03-30,3/30,4224045,4224045
2021-03-31,3/31,4323720,4323720
2021-04-01,4/1,4437581,4437581
2021-04-02,4/2,4545100,4545100
2021-04-03,4/3,4631619,4631619
2021-04-04,4/4,4684052,4684052
2021-04-05,4/5,4768553,4768553
2021-04-06,4/6,4866328,4866328
2021-04-07,4/7,4971488,4971488
2021-04-08,4/8,5087789,5087789
2021-04-09,4/9,5201579,5201579
2021-04-10,4/10,5295444,5295444
2021-04-11,4/11,5365298,5365298
2021-04-12,4/12,5451604,5451604
2021-04-13,4/13,5535082,5535082
2021-04-14,4/14,5622173,5622173
2021-04-15,4/15,5714765,5714765
2021-04-16,4/16,5805142,5805142
2021-04-17,4/17,5881686,5881686
2021-04-18,4/18,5928843,5928843
2021-04-19,4/19,5997981,5997981
2021-04-20,4/20,6070584,6070584
2021-04-21,4/21,6144127,6144127
2021-04-22,4/22,6222008,6222008
2021-04-23,4/23,6296500,6296500
2021-04-24,4/24,6363918,6363918
2021-04-25,4/25,6403549,6403549
2021-04-26,4/26,6456967,6456967
2021-04-27,4/27,6519693,6519693
2021-04-28,4/28,6588072,6588072
2021-04-29,4/29,6659111,6659111
2021-04-30,4/30,6728624,6728624
2021-05-01,5/1,6794901,6794901
2021-05-02,5/2,6844144,6844144
2021-05-03,5/3,6915666,6915666
2021-05-04,5/4,6992154,6992154
2021-05-05,5/5,7059400,7059400
2021-05-06,5/6,7128860,7128860
2021-05-07,5/7,7201291,7201291
2021-05-08,5/8,7259007,7259007
2021-05-09,5/9,7295633,7295633
2021-05-10,5/10,7348403,7348403
2021-05-11,5/11,7407644,7407644
2021-05-12,5/12,7461920,7461920
2021-05-13,5/13,7524095,7524095
2021-05-14,5/14,7593444,7593444
2021-05-15,5/15,7653441,7653441
2021-05-16,5/16,7682090,7682090
2021-05-17,5/17,7728982,7728982
2021-05-18,5/18,7779267,7779267
2021-05-19,5/19,7829139,7829139
2021-05-20,5/20,7873037,7873037
2021-05-21,5/21,7918999,7918999
2021-05-22,5/22,7952311,7952311
2021-05-23,5/23,7962139,7962139
