Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3732197348804059
Latino,Latino,STATEN ISLAND,Staten Island,0.2706738616158064
Black,Black,STATEN ISLAND,Staten Island,0.2390415281281202
Asian,Asian,STATEN ISLAND,Staten Island,0.5467466490199198
White,White,QUEENS,Queens,0.3530571217607737
Latino,Latino,QUEENS,Queens,0.2814242700795384
Black,Black,QUEENS,Queens,0.2144133743368996
Asian,Asian,QUEENS,Queens,0.4957536383209672
White,White,MANHATTAN,Manhattan,0.4929262883218578
Latino,Latino,MANHATTAN,Manhattan,0.3207679250719222
Black,Black,MANHATTAN,Manhattan,0.2960986247617773
Asian,Asian,MANHATTAN,Manhattan,0.506652564290854
White,White,BROOKLYN,Brooklyn,0.350607889282483
Latino,Latino,BROOKLYN,Brooklyn,0.2511011408150534
Black,Black,BROOKLYN,Brooklyn,0.2194756191236093
Asian,Asian,BROOKLYN,Brooklyn,0.4872929517948406
White,White,THE BRONX,Bronx,0.3660448325047734
Latino,Latino,THE BRONX,Bronx,0.2370484012287808
Black,Black,THE BRONX,Bronx,0.2330790420131747
Asian,Asian,THE BRONX,Bronx,0.417686233424204
White,White,%all%,%all%,0.3977836258170213
Latino,Latino,%all%,%all%,0.2678303601835937
Black,Black,%all%,%all%,0.2305551863068169
Asian,Asian,%all%,%all%,0.4941340714411268
