Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,351016,0.1034084645544609,0.1034084645544609
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,5304,0.0015625455705633,0.0015625455705633
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,9917,0.0029215242125333,0.0029215242125333
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,459439,0.1353496180984256,0.1353496180984256
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,729722,0.2149743361317158,0.2149743361317158
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,722456,0.212833790106883,0.212833790106883
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1116607,0.3289497213254181,0.3289497213254181
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,63802,0.1063214272620924,0.1063214272620924
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,847,0.0014114643567755,0.0014114643567755
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1489,0.0024813110120883,0.0024813110120883
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,48025,0.0800301956719537,0.0800301956719537
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,72603,0.1209876584356242,0.1209876584356242
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,79401,0.1323160347016928,0.1323160347016928
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,333919,0.5564519085597732,0.5564519085597732
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,260655,0.1012539083880446,0.1012539083880446
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,4229,0.0016427951835685,0.0016427951835685
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7407,0.0028773194430579,0.0028773194430579
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,322808,0.1253978310752831,0.1253978310752831
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,576843,0.2240801376389665,0.2240801376389665
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,583174,0.2265394746706932,0.2265394746706932
18 to 64 years,18 to 64 years,White,White,NYC,NYC,819155,0.3182085336003863,0.3182085336003863
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,46118,0.1030047327947611,0.1030047327947611
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,702,0.0015679197368039,0.0015679197368039
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1109,0.0024769558235264,0.0024769558235264
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,38521,0.0860368036772408,0.0860368036772408
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,61723,0.1378585611321185,0.1378585611321185
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,65520,0.1463391754350307,0.1463391754350307
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,234034,0.5227158514005186,0.5227158514005186
65+ years,65+ years,Other,Other,NYC,NYC,86635,0.1092091960861925,0.1092091960861925
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,1012,0.0012756935007702,0.0012756935007702
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2265,0.0028551835763286,0.0028551835763286
65+ years,65+ years,Black,Black,NYC,NYC,133512,0.1683007812992409,0.1683007812992409
65+ years,65+ years,Latino,Latino,NYC,NYC,146965,0.1852591851192622,0.1852591851192622
65+ years,65+ years,Asian,Asian,NYC,NYC,131766,0.1660998318404022,0.1660998318404022
65+ years,65+ years,White,White,NYC,NYC,291139,0.3670001285778035,0.3670001285778035
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17323,0.1170148810126924,0.1170148810126924
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,135,0.0009119095385738,0.0009119095385738
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,370,0.0024993076242392,0.0024993076242392
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9261,0.0625569943461609,0.0625569943461609
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,10201,0.0689065866888227,0.0689065866888227
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13170,0.0889618416519748,0.0889618416519748
65+ years,65+ years,White,White,Non- NYC,Non- NYC,97581,0.6591484791375364,0.6591484791375364
