Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,101747,86439,0.3736610037608611
STATEN ISLAND,Staten Island,F,Female,115983,99808,0.407690768055618
QUEENS,Queens,M,Male,568635,465752,0.4218140948449144
QUEENS,Queens,F,Female,635662,527049,0.4527266386083344
MANHATTAN,Manhattan,M,Male,456473,391917,0.51324252986963
MANHATTAN,Manhattan,F,Female,523005,452617,0.533865812127117
BROOKLYN,Brooklyn,M,Male,504791,413797,0.3413620262103261
BROOKLYN,Brooklyn,F,Female,593402,493860,0.3664440914173609
THE BRONX,Bronx,M,Male,256390,207829,0.3115205976885424
THE BRONX,Bronx,F,Female,311538,255857,0.3393882982588623
%all%,%all%,M,Male,1888036,1565734,0.3935546035410631
%all%,%all%,F,Female,2179590,1829191,0.4196956033118186
