Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,267573,0.1072842360860237,0.1072842360860237
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,3958,0.0015869725511486,0.0015869725511486
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,7373,0.0029562275441179,0.0029562275441179
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,335541,0.1345362195009978,0.1345362195009978
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,489583,0.196299843989131,0.196299843989131
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,502271,0.2013871375032728,0.2013871375032728
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,887758,0.3559493628253083,0.3559493628253083
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,57148,0.1111238583398312,0.1111238583398312
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,750,0.0014583693874654,0.0014583693874654
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1271,0.0024714499886247,0.0024714499886247
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,39070,0.0759713226243649,0.0759713226243649
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,55067,0.1070773694127438,0.1070773694127438
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,65201,0.1267828565761765,0.1267828565761765
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,295766,0.5751147736707936,0.5751147736707936
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,191373,0.1068760481780759,0.1068760481780759
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,3066,0.0017122685212333,0.0017122685212333
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,5302,0.0029610070774882,0.0029610070774882
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,222496,0.1242573049250897,0.1242573049250897
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,364125,0.2033528295153543,0.2033528295153543
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,385007,0.2150147966583399,0.2150147966583399
18 to 64 years,18 to 64 years,White,White,NYC,NYC,619238,0.3458257451244187,0.3458257451244187
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,40353,0.1084930136769004,0.1084930136769004
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,614,0.0016507994547522,0.0016507994547522
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,927,0.0024923307728914,0.0024923307728914
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,30696,0.0825292183437696,0.0825292183437696
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,45587,0.122565138019202,0.122565138019202
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,52441,0.1409927918675274,0.1409927918675274
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,201323,0.5412767078649572,0.5412767078649572
65+ years,65+ years,Other,Other,NYC,NYC,75342,0.108029904590934,0.108029904590934
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,879,0.0012603632254975,0.0012603632254975
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2013,0.0028863608338185,0.0028863608338185
65+ years,65+ years,Black,Black,NYC,NYC,112465,0.1612591014284117,0.1612591014284117
65+ years,65+ years,Latino,Latino,NYC,NYC,124395,0.1783650551032523,0.1783650551032523
65+ years,65+ years,Asian,Asian,NYC,NYC,115850,0.166112718627853,0.166112718627853
65+ years,65+ years,White,White,NYC,NYC,266474,0.3820864961902331,0.3820864961902331
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,16627,0.1182473757574034,0.1182473757574034
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,133,0.0009458652177624,0.0009458652177624
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,338,0.0024037777714562,0.0024037777714562
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,8308,0.0590845731516514,0.0590845731516514
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,9263,0.0658763121212983,0.0658763121212983
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,12511,0.0889753363866526,0.0889753363866526
65+ years,65+ years,White,White,Non- NYC,Non- NYC,93432,0.6644667595937758,0.6644667595937758
