Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3546569809005266
Latino,Latino,STATEN ISLAND,Staten Island,0.256909968220064
Black,Black,STATEN ISLAND,Staten Island,0.2231133655239921
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5118075024670288
White,White,QUEENS,Queens,0.3588138756810345
Latino,Latino,QUEENS,Queens,0.2877757297384827
Black,Black,QUEENS,Queens,0.217418151224711
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.4917168828913628
White,White,MANHATTAN,Manhattan,0.4919621027703026
Latino,Latino,MANHATTAN,Manhattan,0.3204979618067244
Black,Black,MANHATTAN,Manhattan,0.2841612883732819
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.4933916909191258
White,White,BROOKLYN,Brooklyn,0.3505763590563536
Latino,Latino,BROOKLYN,Brooklyn,0.2491498786983631
Black,Black,BROOKLYN,Brooklyn,0.2140029931963268
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.4688742568868688
White,White,THE BRONX,Bronx,0.3677907776655217
Latino,Latino,THE BRONX,Bronx,0.2315174869013006
Black,Black,THE BRONX,Bronx,0.2272354307499942
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4045869754554179
White,White,%all%,%all%,0.3968638450466657
Latino,Latino,%all%,%all%,0.2668155521988647
Black,Black,%all%,%all%,0.2259449223122532
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4831630285040188
