Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,91721,71923,0.4030647225625048
STATEN ISLAND,Staten Island,F,Female,105744,85080,0.4369177342841339
QUEENS,Queens,M,Male,499180,359593,0.4114162653141184
QUEENS,Queens,F,Female,567147,419970,0.4443551760974885
MANHATTAN,Manhattan,M,Male,413816,321549,0.4956793573169516
MANHATTAN,Manhattan,F,Female,478942,381164,0.518555432776559
BROOKLYN,Brooklyn,M,Male,445000,320501,0.3491000903050276
BROOKLYN,Brooklyn,F,Female,532170,395870,0.3710949212646906
THE BRONX,Bronx,M,Male,222128,166075,0.339519473013682
THE BRONX,Bronx,F,Female,274980,211648,0.3632648556527908
%all%,%all%,M,Male,1671845,1239641,0.3988028276726742
%all%,%all%,F,Female,1958983,1493732,0.4238392383809878
