Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,76,76
2020-12-15,12/15,2110,2110
2020-12-16,12/16,6619,6619
2020-12-17,12/17,11105,11105
2020-12-18,12/18,16864,16864
2020-12-19,12/19,18549,18549
2020-12-20,12/20,19647,19647
2020-12-21,12/21,25912,25912
2020-12-22,12/22,35626,35626
2020-12-23,12/23,49841,49841
2020-12-24,12/24,57075,57075
2020-12-25,12/25,57254,57254
2020-12-26,12/26,61602,61602
2020-12-27,12/27,65434,65434
2020-12-28,12/28,76379,76379
2020-12-29,12/29,87053,87053
2020-12-30,12/30,99851,99851
2020-12-31,12/31,107077,107077
2021-01-01,1/1,107238,107238
2021-01-02,1/2,111039,111039
2021-01-03,1/3,114577,114577
2021-01-04,1/4,127525,127525
2021-01-05,1/5,143487,143487
2021-01-06,1/6,164886,164886
2021-01-07,1/7,186297,186297
2021-01-08,1/8,208083,208083
2021-01-09,1/9,217168,217168
2021-01-10,1/10,225936,225936
2021-01-11,1/11,258802,258802
2021-01-12,1/12,294424,294424
2021-01-13,1/13,335159,335159
2021-01-14,1/14,375873,375873
2021-01-15,1/15,408171,408171
2021-01-16,1/16,440458,440458
2021-01-17,1/17,465692,465692
2021-01-18,1/18,494753,494753
2021-01-19,1/19,537010,537010
2021-01-20,1/20,581779,581779
2021-01-21,1/21,614834,614834
2021-01-22,1/22,643306,643306
2021-01-23,1/23,661793,661793
2021-01-24,1/24,672131,672131
2021-01-25,1/25,696149,696149
2021-01-26,1/26,723008,723008
2021-01-27,1/27,755450,755450
2021-01-28,1/28,797267,797267
2021-01-29,1/29,839816,839816
2021-01-30,1/30,861726,861726
2021-01-31,1/31,877308,877308
2021-02-01,2/1,883607,883607
2021-02-02,2/2,895421,895421
2021-02-03,2/3,931689,931689
2021-02-04,2/4,977096,977096
2021-02-05,2/5,1023344,1023344
2021-02-06,2/6,1056730,1056730
2021-02-07,2/7,1076655,1076655
2021-02-08,2/8,1116158,1116158
2021-02-09,2/9,1160614,1160614
2021-02-10,2/10,1208411,1208411
2021-02-11,2/11,1268257,1268257
2021-02-12,2/12,1335158,1335158
2021-02-13,2/13,1386946,1386946
2021-02-14,2/14,1426119,1426119
2021-02-15,2/15,1448617,1448617
2021-02-16,2/16,1488479,1488479
2021-02-17,2/17,1525797,1525797
2021-02-18,2/18,1561454,1561454
2021-02-19,2/19,1597438,1597438
2021-02-20,2/20,1633362,1633362
2021-02-21,2/21,1656682,1656682
2021-02-22,2/22,1680631,1680631
2021-02-23,2/23,1719083,1719083
2021-02-24,2/24,1773624,1773624
2021-02-25,2/25,1856444,1856444
2021-02-26,2/26,1948544,1948544
2021-02-27,2/27,2021014,2021014
2021-02-28,2/28,2078338,2078338
2021-03-01,3/1,2128877,2128877
2021-03-02,3/2,2187051,2187051
2021-03-03,3/3,2250265,2250265
2021-03-04,3/4,2331629,2331629
2021-03-05,3/5,2416887,2416887
2021-03-06,3/6,2486503,2486503
2021-03-07,3/7,2542453,2542453
2021-03-08,3/8,2603993,2603993
2021-03-09,3/9,2661848,2661848
2021-03-10,3/10,2731716,2731716
2021-03-11,3/11,2814465,2814465
2021-03-12,3/12,2897071,2897071
2021-03-13,3/13,2966342,2966342
2021-03-14,3/14,3015411,3015411
2021-03-15,3/15,3069045,3069045
2021-03-16,3/16,3130782,3130782
2021-03-17,3/17,3200450,3200450
2021-03-18,3/18,3281012,3281012
2021-03-19,3/19,3360047,3360047
2021-03-20,3/20,3425556,3425556
2021-03-21,3/21,3473385,3473385
2021-03-22,3/22,3533739,3533739
2021-03-23,3/23,3603838,3603838
2021-03-24,3/24,3682614,3682614
2021-03-25,3/25,3775049,3775049
2021-03-26,3/26,3865076,3865076
2021-03-27,3/27,3942367,3942367
2021-03-28,3/28,3988508,3988508
2021-03-29,3/29,4046064,4046064
2021-03-30,3/30,4112092,4112092
2021-03-31,3/31,4173341,4173341
2021-04-01,4/1,4227779,4227779
