Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3808149626660788
Latino,Latino,STATEN ISLAND,Staten Island,0.2803791710615222
Black,Black,STATEN ISLAND,Staten Island,0.2480625248927011
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5708819226564295
White,White,QUEENS,Queens,0.3667239032149256
Latino,Latino,QUEENS,Queens,0.2977565949168236
Black,Black,QUEENS,Queens,0.2240722341817073
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.5249428289154494
White,White,MANHATTAN,Manhattan,0.5165730490405926
Latino,Latino,MANHATTAN,Manhattan,0.3362346968611753
Black,Black,MANHATTAN,Manhattan,0.3081078006872145
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5465832321372296
White,White,BROOKLYN,Brooklyn,0.3691668545581238
Latino,Latino,BROOKLYN,Brooklyn,0.2657480615548054
Black,Black,BROOKLYN,Brooklyn,0.2288182797048178
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.519703026143616
White,White,THE BRONX,Bronx,0.3750903143482251
Latino,Latino,THE BRONX,Bronx,0.246545004896038
Black,Black,THE BRONX,Bronx,0.2408652677059933
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4369835831462655
White,White,%all%,%all%,0.4152522746665106
Latino,Latino,%all%,%all%,0.2812383256479554
Black,Black,%all%,%all%,0.2399292062145451
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5253664744934198
