Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2976795175031989
Latino,Latino,STATEN ISLAND,Staten Island,0.190053927209549
Black,Black,STATEN ISLAND,Staten Island,0.1738994203352655
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.432049553510366
White,White,QUEENS,Queens,0.3126263853140408
Latino,Latino,QUEENS,Queens,0.2280318691519341
Black,Black,QUEENS,Queens,0.1827843857909081
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.4233372700599593
White,White,MANHATTAN,Manhattan,0.452769011885459
Latino,Latino,MANHATTAN,Manhattan,0.2702243230931578
Black,Black,MANHATTAN,Manhattan,0.2460529455428008
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.4643893714151628
White,White,BROOKLYN,Brooklyn,0.2817911583098544
Latino,Latino,BROOKLYN,Brooklyn,0.1948110213592073
Black,Black,BROOKLYN,Brooklyn,0.1769503014622167
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.3940484191113265
White,White,THE BRONX,Bronx,0.3171666748991602
Latino,Latino,THE BRONX,Bronx,0.1769916526760502
Black,Black,THE BRONX,Bronx,0.1809526674206189
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3331853686720634
White,White,%all%,%all%,0.340394917777042
Latino,Latino,%all%,%all%,0.2101580712909362
Black,Black,%all%,%all%,0.1866502578527895
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4186206371054162
