Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,93816,74873,0.3236631651752907
STATEN ISLAND,Staten Island,F,Female,107943,88329,0.3608019181987885
QUEENS,Queens,M,Male,512641,375903,0.3404412298701623
QUEENS,Queens,F,Female,580960,437557,0.3758544458096817
MANHATTAN,Manhattan,M,Male,422543,335152,0.4389048200789103
MANHATTAN,Manhattan,F,Female,488187,395776,0.4668213426813882
BROOKLYN,Brooklyn,M,Male,456057,335210,0.2765316442747613
BROOKLYN,Brooklyn,F,Female,543892,412222,0.3058687001422414
THE BRONX,Bronx,M,Male,228321,172412,0.2584330833939295
THE BRONX,Bronx,F,Female,281896,218662,0.2900500047834507
%all%,%all%,M,Male,1713378,1293550,0.3251398752345815
%all%,%all%,F,Female,2002878,1552546,0.3562212640119871
