Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,72701,47236,0.2041931439934293
STATEN ISLAND,Staten Island,F,Female,86339,57874,0.236400844726383
QUEENS,Queens,M,Male,334589,206315,0.1868517472344263
QUEENS,Queens,F,Female,394879,249350,0.2141876511234974
MANHATTAN,Manhattan,M,Male,307387,191737,0.2510929175045055
MANHATTAN,Manhattan,F,Female,368254,241654,0.2850330609848201
BROOKLYN,Brooklyn,M,Male,307048,180512,0.1489134577468623
BROOKLYN,Brooklyn,F,Female,384129,235850,0.1750006863499465
THE BRONX,Bronx,M,Male,160660,104087,0.1560188638332827
THE BRONX,Bronx,F,Female,205573,135639,0.1799219461946862
%all%,%all%,M,Male,1182385,729887,0.1834605296396297
%all%,%all%,F,Female,1439174,920367,0.2111720336111912
