Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2056357092752326
Latino,Latino,STATEN ISLAND,Staten Island,0.1002730206006453
Black,Black,STATEN ISLAND,Staten Island,0.1034667979678163
Asian,Asian,STATEN ISLAND,Staten Island,0.2237138657520823
White,White,QUEENS,Queens,0.1909475788222629
Latino,Latino,QUEENS,Queens,0.1101587944346288
Black,Black,QUEENS,Queens,0.1077528936564107
Asian,Asian,QUEENS,Queens,0.2262674940532266
White,White,MANHATTAN,Manhattan,0.2807392032950849
Latino,Latino,MANHATTAN,Manhattan,0.1530090217418201
Black,Black,MANHATTAN,Manhattan,0.1469734383777393
Asian,Asian,MANHATTAN,Manhattan,0.2203292111784756
White,White,BROOKLYN,Brooklyn,0.1616532167246735
Latino,Latino,BROOKLYN,Brooklyn,0.1001159860155186
Black,Black,BROOKLYN,Brooklyn,0.1022657653038418
Asian,Asian,BROOKLYN,Brooklyn,0.1929623860313361
White,White,THE BRONX,Bronx,0.2101708764593036
Latino,Latino,THE BRONX,Bronx,0.0986546687585322
Black,Black,THE BRONX,Bronx,0.109568138001645
Asian,Asian,THE BRONX,Bronx,0.1979706158327022
White,White,%all%,%all%,0.2087371400788076
Latino,Latino,%all%,%all%,0.1111825845130571
Black,Black,%all%,%all%,0.1100655695326227
Asian,Asian,%all%,%all%,0.2152168569377453
