Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,94845,77133,0.3334327583970951
STATEN ISLAND,Staten Island,F,Female,108960,90652,0.3702907933810705
QUEENS,Queens,M,Male,519353,390374,0.3535470711043401
QUEENS,Queens,F,Female,587069,452520,0.3887074228450172
MANHATTAN,Manhattan,M,Male,425922,346289,0.4534894950360008
MANHATTAN,Manhattan,F,Female,491700,407452,0.4805932894319438
BROOKLYN,Brooklyn,M,Male,461504,348040,0.2871157586986902
BROOKLYN,Brooklyn,F,Female,549181,426306,0.3163190273271159
THE BRONX,Bronx,M,Male,230951,177085,0.2654375714730645
THE BRONX,Bronx,F,Female,284537,223756,0.2968070760823819
%all%,%all%,M,Male,1732575,1338921,0.3365440894352449
%all%,%all%,F,Female,2021447,1600686,0.3672666640513656
