Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3646784705894794
Latino,Latino,STATEN ISLAND,Staten Island,0.2840880886301586
Black,Black,STATEN ISLAND,Staten Island,0.2550748640361676
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.600699532993337
White,White,QUEENS,Queens,0.3982329847236766
Latino,Latino,QUEENS,Queens,0.3738198598068367
Black,Black,QUEENS,Queens,0.2588016538701861
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.6161509579033504
White,White,MANHATTAN,Manhattan,0.5572607075427018
Latino,Latino,MANHATTAN,Manhattan,0.3847769776643008
Black,Black,MANHATTAN,Manhattan,0.3388493132047158
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.657245359348872
White,White,BROOKLYN,Brooklyn,0.3624185672943307
Latino,Latino,BROOKLYN,Brooklyn,0.3095730846284416
Black,Black,BROOKLYN,Brooklyn,0.2558905427897548
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.6142256536892612
White,White,THE BRONX,Bronx,0.3978393504425748
Latino,Latino,THE BRONX,Bronx,0.2708854896705766
Black,Black,THE BRONX,Bronx,0.2532623450030266
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4769062980868182
White,White,%all%,%all%,0.4274344736865655
Latino,Latino,%all%,%all%,0.3253656765376982
Black,Black,%all%,%all%,0.2650122025491717
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.6152295398502968
