COLLECT(Geometry)-alias,NEIGHBORHOOD_NAME-alias,Zcta Num-alias,SUM(Indicator)-alias,SUM(Perc at least 1 dose mod)-alias,SUM(At least 1 dose)-alias,SUM(N_FULLY_VACCINATED_CUMULATIVE)-alias,SUM(PERC_FULLY)-alias,SUM(POPULATION_ESTIMATE)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias
15762847265830703697,Woodside,11377,60.924630462424126,60.924630462424126,51206,40978,48.7554096607666,"84,048",40.748095865715825,40.7481,-73.90488148995414,-73.9049
5491391460327512426,Woodhaven,11421,48.592367784908554,48.592367784908554,19461,15545,38.8144677671448,"40,049",40.6949328592646,40.6949,-73.85742352310456,-73.8574
606877357397903347,Williamsburg (South),11206,37.3382845567773,37.3382845567773,32376,26490,30.5501346030711,"86,710",40.701708728968114,40.7017,-73.94260909800067,-73.9426
14845648054386008612,Whitestone,11357,58.13285692176372,58.13285692176372,22506,19156,49.4798279211457,"38,715",40.79555736767808,40.7956,-73.81266253171098,-73.8127
7420745213283380475,Washington Heights (South),10032,48.37344955532652,48.37344955532652,30500,25954,41.1634265494736,"63,051",40.841967848266336,40.8420,-73.94449732823475,-73.9445
17247437443817389083,Washington Heights (North)/Washington Heights (South),10033,46.43543485798737,46.43543485798737,27173,23054,39.3965522841071,"58,518",40.85195450171841,40.8520,-73.93181845342768,-73.9318
17687815689908805664,Washington Heights (North),10040,47.27936970664842,47.27936970664842,20787,17676,40.2034992512011,"43,966",40.85993401153404,40.8599,-73.93066113529713,-73.9307
11478921791500012445,Wakefield/Woodlawn,10470,44.27091803355464,44.27091803355464,6637,5584,37.247070408222,"14,992",40.89977591328477,40.8998,-73.8624646955597,-73.8625
6845210453292960452,Upper West Side,10024,68.44820130219966,68.44820130219966,39982,35008,59.9328355556852,"58,412",40.80030305465449,40.8003,-73.97207950814655,-73.9721
1764209357050534738,Upper East Side/Yorkville,10128,67.13593802920754,67.13593802920754,39314,34565,59.0261407635845,"58,559",40.78023625048825,40.7802,-73.94761260337108,-73.9476
10527034932136864564,Upper East Side/Yorkville,10028,64.51089779675738,64.51089779675738,30559,26794,56.5628782213527,"47,370",40.77543040588621,40.7754,-73.95233275230645,-73.9523
9083514175754710929,TriBeCa,10007,77.78071861889634,77.78071861889634,5438,4566,65.3083415251711,"6,991",40.713194568962514,40.7132,-74.00729622101159,-74.0073
3798730894905548862,Tottenville,10307,37.10395265108382,37.10395265108382,5533,4786,32.0946172759963,"14,912",40.5061206239466,40.5061,-74.23525083514616,-74.2353
5065444492860111041,Sunset Park,11232,48.84122472669887,48.84122472669887,13229,10449,38.5775158492158,"27,086",40.65731922766068,40.6573,-74.00812221507654,-74.0081
