Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,99401,84281,0.4296935114338824
STATEN ISLAND,Staten Island,F,Female,113639,97665,0.464186950856368
QUEENS,Queens,M,Male,551975,446590,0.499903027795955
QUEENS,Queens,F,Female,618847,508369,0.5315796484251974
MANHATTAN,Manhattan,M,Male,446924,380993,0.5852780165684432
MANHATTAN,Manhattan,F,Female,513345,441852,0.6054950329448404
BROOKLYN,Brooklyn,M,Male,490148,398130,0.4043478189134743
BROOKLYN,Brooklyn,F,Female,578247,478001,0.4290592405333793
THE BRONX,Bronx,M,Male,248726,199692,0.3728222345326224
THE BRONX,Bronx,F,Female,302890,247049,0.4017764675565913
%all%,%all%,M,Male,1837174,1509686,0.4617823239489908
%all%,%all%,F,Female,2126968,1772936,0.488018538241732
