Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,96104,81088,0.538577813733395
STATEN ISLAND,Staten Island,F,Female,110042,94336,0.5651069736259364
QUEENS,Queens,M,Male,529493,421436,0.6058016495592754
QUEENS,Queens,F,Female,596431,483574,0.6310622235754962
MANHATTAN,Manhattan,M,Male,430396,366408,0.6634709256498597
MANHATTAN,Manhattan,F,Female,495911,427368,0.67466325052643
BROOKLYN,Brooklyn,M,Male,471462,378030,0.5135317105886998
BROOKLYN,Brooklyn,F,Female,559491,457596,0.5244758849958396
THE BRONX,Bronx,M,Male,237771,190012,0.4860929376362256
THE BRONX,Bronx,F,Female,291372,237206,0.5001002018505488
%all%,%all%,M,Male,1765226,1436974,0.5678878968034488
%all%,%all%,F,Female,2053247,1700080,0.5825989164642976
