Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5923,5336,0.5981015853781684
STATEN ISLAND,Staten Island,75to84,75 to 84,17074,15577,0.7508685518272572
STATEN ISLAND,Staten Island,65to74,65 to 74,36717,33430,0.7869221372082558
STATEN ISLAND,Staten Island,55to64,55 to 64,44790,38988,0.6773022833812188
STATEN ISLAND,Staten Island,45to54,45 to 54,35484,29800,0.5529514429969458
STATEN ISLAND,Staten Island,35to44,35 to 44,28174,23017,0.4761212694764594
STATEN ISLAND,Staten Island,25to34,25 to 34,24313,19471,0.375670205040251
STATEN ISLAND,Staten Island,18to24,18 to 24,14477,10521,0.364916788585092
STATEN ISLAND,Staten Island,%all%,%all%,206952,176140,0.5545812283936697
QUEENS,Queens,85andUp,85+,28669,25116,0.5553296132114256
QUEENS,Queens,75to84,75 to 84,74685,66620,0.6805267796600812
QUEENS,Queens,65to74,65 to 74,160169,142335,0.767366786033994
QUEENS,Queens,55to64,55 to 64,219557,183413,0.7275314611176374
QUEENS,Queens,45to54,45 to 54,200845,159408,0.6662724114607302
QUEENS,Queens,35to44,35 to 44,191006,147072,0.6189251080726668
QUEENS,Queens,25to34,25 to 34,186728,141061,0.5151143736173182
QUEENS,Queens,18to24,18 to 24,81102,54107,0.464166613811307
QUEENS,Queens,%all%,%all%,1142761,919132,0.6281808518570589
MANHATTAN,Manhattan,85andUp,85+,25128,22946,0.6309505763841008
MANHATTAN,Manhattan,75to84,75 to 84,65079,60609,0.7599306558513188
MANHATTAN,Manhattan,65to74,65 to 74,117923,109393,0.7978178724134146
MANHATTAN,Manhattan,55to64,55 to 64,138017,121686,0.7589859698649828
MANHATTAN,Manhattan,45to54,45 to 54,133129,113927,0.6891904198559272
MANHATTAN,Manhattan,35to44,35 to 44,150522,126530,0.6489506914009432
MANHATTAN,Manhattan,25to34,25 to 34,223215,183940,0.620839411335258
MANHATTAN,Manhattan,18to24,18 to 24,82588,62539,0.5735781339669074
MANHATTAN,Manhattan,%all%,%all%,935601,801570,0.6761328030709568
BROOKLYN,Brooklyn,85andUp,85+,23102,19650,0.4531581012161632
BROOKLYN,Brooklyn,75to84,75 to 84,64076,55891,0.6007444145470228
BROOKLYN,Brooklyn,65to74,65 to 74,139965,122504,0.665729655684137
BROOKLYN,Brooklyn,55to64,55 to 64,171793,142065,0.6012319106864752
BROOKLYN,Brooklyn,45to54,45 to 54,163671,131005,0.5541294529498996
BROOKLYN,Brooklyn,35to44,35 to 44,186698,149555,0.5215231880576336
BROOKLYN,Brooklyn,25to34,25 to 34,223612,178406,0.4757287130271616
BROOKLYN,Brooklyn,18to24,18 to 24,72569,49402,0.349178529694651
BROOKLYN,Brooklyn,%all%,%all%,1045486,848478,0.5267357136321006
THE BRONX,Bronx,85andUp,85+,13337,11696,0.5013121830416182
THE BRONX,Bronx,75to84,75 to 84,38054,33995,0.6573428638255412
THE BRONX,Bronx,65to74,65 to 74,80718,71572,0.7661117809210312
THE BRONX,Bronx,55to64,55 to 64,115858,97464,0.7089066175205202
THE BRONX,Bronx,45to54,45 to 54,99329,79383,0.5710663480298006
THE BRONX,Bronx,35to44,35 to 44,81050,61852,0.4523131177292952
THE BRONX,Bronx,25to34,25 to 34,66986,49580,0.2952180829871995
THE BRONX,Bronx,18to24,18 to 24,36008,23381,0.2600652265568514
THE BRONX,Bronx,%all%,%all%,531340,428923,0.4957572973069604
%all%,%all%,85andUp,85+,96159,84744,0.537387251450223
%all%,%all%,75to84,75 to 84,258968,232692,0.6767316444511602
%all%,%all%,65to74,65 to 74,535492,479234,0.7449857052428022
%all%,%all%,55to64,55 to 64,690015,583616,0.6907579676871556
%all%,%all%,45to54,45 to 54,632458,513523,0.6151794546570476
%all%,%all%,35to44,35 to 44,637450,508026,0.5606883946430048
%all%,%all%,25to34,25 to 34,724854,572458,0.4885451833559234
%all%,%all%,18to24,18 to 24,286744,199950,0.4069190748672533
%all%,%all%,%all%,%all%,3862140,3174243,0.5822882104754395
