Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3341558244709914
Latino,Latino,STATEN ISLAND,Staten Island,0.2317516189444708
Black,Black,STATEN ISLAND,Staten Island,0.2134240504912603
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5309025538816265
White,White,QUEENS,Queens,0.3509895381085071
Latino,Latino,QUEENS,Queens,0.2836893673896197
Black,Black,QUEENS,Queens,0.2132798416310586
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.516702993467689
White,White,MANHATTAN,Manhattan,0.5073493070938419
Latino,Latino,MANHATTAN,Manhattan,0.3168770329767182
Black,Black,MANHATTAN,Manhattan,0.2897948020838134
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5714154732967878
White,White,BROOKLYN,Brooklyn,0.3246917987225743
Latino,Latino,BROOKLYN,Brooklyn,0.2443728175091331
Black,Black,BROOKLYN,Brooklyn,0.2121896963816646
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.5111326446087242
White,White,THE BRONX,Bronx,0.3505843052429069
Latino,Latino,THE BRONX,Bronx,0.2119110432873885
Black,Black,THE BRONX,Bronx,0.2089086537870603
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3971054505388466
White,White,%all%,%all%,0.3845384895315991
Latino,Latino,%all%,%all%,0.2556839234358947
Black,Black,%all%,%all%,0.2202204126520937
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5192284309386352
