Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,98569,84577,0.5523919558175208
STATEN ISLAND,Staten Island,F,Female,112607,97803,0.5782792113837972
QUEENS,Queens,M,Male,547684,451759,0.6266142718359302
QUEENS,Queens,F,Female,614396,513038,0.6500703449617652
MANHATTAN,Manhattan,M,Male,440763,383624,0.6794520292990852
MANHATTAN,Manhattan,F,Female,506489,443992,0.689054114742123
BROOKLYN,Brooklyn,M,Male,487399,402992,0.530890808186496
BROOKLYN,Brooklyn,F,Female,575435,482920,0.5394220476872388
THE BRONX,Bronx,M,Male,248138,203192,0.5072869666997984
THE BRONX,Bronx,F,Female,302427,250680,0.51907459791969
%all%,%all%,M,Male,1822553,1526144,0.5863304698564468
%all%,%all%,F,Female,2111354,1788433,0.5990864969838312
