COLLECT(Geometry)-alias,NEIGHBORHOOD_NAME-alias,Zcta Num-alias,SUM(Indicator)-alias,SUM(Perc at least 1 dose mod)-alias,SUM(At least 1 dose)-alias,SUM(N_FULLY_VACCINATED_CUMULATIVE)-alias,SUM(PERC_FULLY)-alias,SUM(POPULATION_ESTIMATE)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias
15762847265830703697,Woodside,11377,74.26667407753368,74.26667407753368,50915,41504,60.539409622193,"68,557",40.748095865715825,40.7481,-73.90488148995414,-73.9049
5491391460327512426,Woodhaven,11421,62.7946369737258,62.7946369737258,19304,15728,51.1621451679838,"30,741",40.6949328592646,40.6949,-73.85742352310456,-73.8574
606877357397903347,Williamsburg (South),11206,52.25796671230975,52.25796671230975,32470,26978,43.4190152745517,"62,134",40.701708728968114,40.7017,-73.94260909800067,-73.9426
14845648054386008612,Whitestone,11357,70.8305634475872,70.8305634475872,22294,19336,61.4326623675673,"31,475",40.79555736767808,40.7956,-73.81266253171098,-73.8127
7420745213283380475,Washington Heights (South),10032,57.87810972869122,57.87810972869122,30447,26130,49.6717248730811,"52,605",40.841967848266336,40.8420,-73.94449732823475,-73.9445
17247437443817389083,Washington Heights (North)/Washington Heights (South),10033,55.681691447519896,55.681691447519896,26907,23237,48.0869463026729,"48,323",40.85195450171841,40.8520,-73.93181845342768,-73.9318
17687815689908805664,Washington Heights (North),10040,57.05338620014323,57.05338620014323,20624,17715,49.0060481252685,"36,149",40.85993401153404,40.8599,-73.93066113529713,-73.9307
11478921791500012445,Wakefield/Woodlawn,10470,55.763536226819,55.763536226819,6600,5661,47.8299058454579,"11,836",40.89977591328477,40.8998,-73.8624646955597,-73.8625
6845210453292960452,Upper West Side,10024,78.32531632890264,78.32531632890264,38295,34712,70.9969547045011,"48,892",40.80030305465449,40.8003,-73.97207950814655,-73.9721
1764209357050534738,Upper East Side/Yorkville,10128,77.24858102106819,77.24858102106819,38082,34415,69.8101443159514,"49,298",40.78023625048825,40.7802,-73.94761260337108,-73.9476
10527034932136864564,Upper East Side/Yorkville,10028,73.63441502195374,73.63441502195374,29517,26667,66.5246788423769,"40,086",40.77543040588621,40.7754,-73.95233275230645,-73.9523
9083514175754710929,TriBeCa,10007,94.23330437570615,94.23330437570615,5252,4557,81.7633602513505,"5,573",40.713194568962514,40.7132,-74.00729622101159,-74.0073
3798730894905548862,Tottenville,10307,49.32745129454915,49.32745129454915,5548,4820,42.8547792429212,"11,247",40.5061206239466,40.5061,-74.23525083514616,-74.2353
5065444492860111041,Sunset Park,11232,61.10703357696874,61.10703357696874,13111,10592,49.3666157918734,"21,456",40.65731922766068,40.6573,-74.00812221507654,-74.0081
4694937959181206742,Sunset Park,11220,77.13779977938239,77.13779977938239,56227,41696,57.2027264410537,"72,892",40.6408717549274,40.6409,-74.02102099739437,-74.0210
3040728038815490374,Sunnyside,11104,75.25137330651238,75.25137330651238,16231,13738,63.6931406866408,"21,569",40.745033312307186,40.7450,-73.91815956396815,-73.9182
14030579851748726628,St. Albans,11412,43.04191328329212,43.04191328329212,13173,10980,35.8764296553972,"30,605",40.69856602634196,40.6986,-73.7599503112927,-73.7600
10738340961163910044,South Ozone Park,11420,62.648146892354575,62.648146892354575,23262,19079,51.3826839721104,"37,131",40.674037074484374,40.6740,-73.81729863063045,-73.8173
4916153295976294626,South Jamaica/South Ozone Park,11436,51.29692230363988,51.29692230363988,7898,6445,41.8597954225068,"15,397",40.674592633509185,40.6746,-73.79777598784943,-73.7978
11217976855247526323,Soundview,10472,49.19631698801452,49.19631698801452,25024,20097,39.510005694858,"50,866",40.829926449247125,40.8299,-73.86566773866045,-73.8657
9931294169958654363,Silver Lake/St. George,10301,58.514338445284444,58.514338445284444,18016,15651,50.833032360521,"30,789",40.62567576803685,40.6257,-74.09347442720504,-74.0935
6188377445896060266,Rosedale,11422,43.037807204572154,43.037807204572154,11004,9151,35.7905283287023,"25,568",40.645544301933455,40.6455,-73.7445626367344,-73.7446
4739689513597918076,Roosevelt Island,10044,70.46376711643805,70.46376711643805,6928,6069,61.7269922964294,"9,832",40.75995471955905,40.7600,-73.95193639461722,-73.9519
16815596094504930884,Richmond Hill/South Ozone Park,11419,66.24902312220891,66.24902312220891,25121,19916,52.5224132997059,"37,919",40.68983738037997,40.6898,-73.82087011633175,-73.8209
