Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.4470821376670574
Latino,Latino,STATEN ISLAND,Staten Island,0.4052808889860567
Black,Black,STATEN ISLAND,Staten Island,0.3400886007980467
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.742273383792468
White,White,QUEENS,Queens,0.4700243715740796
Latino,Latino,QUEENS,Queens,0.4975815303783462
Black,Black,QUEENS,Queens,0.3206063653750203
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.7450460016270866
White,White,MANHATTAN,Manhattan,0.619818683626606
Latino,Latino,MANHATTAN,Manhattan,0.4793485936622644
Black,Black,MANHATTAN,Manhattan,0.4061807418689257
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.7323259529443839
White,White,BROOKLYN,Brooklyn,0.4664855829461978
Latino,Latino,BROOKLYN,Brooklyn,0.4186273725867296
Black,Black,BROOKLYN,Brooklyn,0.3234455885761974
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.7676068032502674
White,White,THE BRONX,Bronx,0.4697614046071026
Latino,Latino,THE BRONX,Bronx,0.3733350194639278
Black,Black,THE BRONX,Bronx,0.3296831131545727
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.6007761225684314
White,White,%all%,%all%,0.5123071104072048
Latino,Latino,%all%,%all%,0.4353668799099171
Black,Black,%all%,%all%,0.3340582973725866
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.7418296273628716
