Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5997,5441,0.6055740684641018
STATEN ISLAND,Staten Island,75to84,75 to 84,17240,15816,0.758168784906988
STATEN ISLAND,Staten Island,65to74,65 to 74,37129,34004,0.7957521592833108
STATEN ISLAND,Staten Island,55to64,55 to 64,45578,40285,0.6892182065628308
STATEN ISLAND,Staten Island,45to54,45 to 54,36414,31099,0.567443744935486
STATEN ISLAND,Staten Island,35to44,35 to 44,29193,24296,0.4933416703281848
STATEN ISLAND,Staten Island,25to34,25 to 34,25113,20640,0.3880313354656284
STATEN ISLAND,Staten Island,18to24,18 to 24,15326,11540,0.3863172412692629
STATEN ISLAND,Staten Island,%all%,%all%,211990,183121,0.5680818479994107
QUEENS,Queens,85andUp,85+,29045,25780,0.562612878570088
QUEENS,Queens,75to84,75 to 84,75672,68290,0.689520284802004
QUEENS,Queens,65to74,65 to 74,162613,146262,0.7790759458905648
QUEENS,Queens,55to64,55 to 64,224766,193099,0.7447921787488758
QUEENS,Queens,45to54,45 to 54,207378,170888,0.6879446346381702
QUEENS,Queens,35to44,35 to 44,198637,159055,0.6436521716188512
QUEENS,Queens,25to34,25 to 34,194614,153839,0.5368689682702152
QUEENS,Queens,18to24,18 to 24,86411,62635,0.4945513213736882
QUEENS,Queens,%all%,%all%,1179136,979848,0.6481763526540762
MANHATTAN,Manhattan,85andUp,85+,25376,23340,0.6371777231105914
MANHATTAN,Manhattan,75to84,75 to 84,65573,61373,0.765699117935717
MANHATTAN,Manhattan,65to74,65 to 74,119153,111055,0.8061395397986448
MANHATTAN,Manhattan,55to64,55 to 64,140584,125599,0.7731024698950036
MANHATTAN,Manhattan,45to54,45 to 54,136370,118846,0.7059686285914624
MANHATTAN,Manhattan,35to44,35 to 44,154722,132824,0.6670582962951378
MANHATTAN,Manhattan,25to34,25 to 34,228848,194532,0.6365067652498761
MANHATTAN,Manhattan,18to24,18 to 24,85899,68032,0.596573208330791
MANHATTAN,Manhattan,%all%,%all%,956525,835601,0.6912539955145912
BROOKLYN,Brooklyn,85andUp,85+,23459,20375,0.4601608473911338
BROOKLYN,Brooklyn,75to84,75 to 84,65059,57495,0.6099605291531114
BROOKLYN,Brooklyn,65to74,65 to 74,142443,126253,0.6775160171801202
BROOKLYN,Brooklyn,55to64,55 to 64,176474,149598,0.6176142229688348
BROOKLYN,Brooklyn,45to54,45 to 54,169185,139519,0.5727978169457556
BROOKLYN,Brooklyn,35to44,35 to 44,192983,159141,0.539079740548513
BROOKLYN,Brooklyn,25to34,25 to 34,230655,190869,0.4907125123127558
BROOKLYN,Brooklyn,18to24,18 to 24,77124,56080,0.3710957147565801
BROOKLYN,Brooklyn,%all%,%all%,1077382,899330,0.5428055245353642
THE BRONX,Bronx,85andUp,85+,13516,12080,0.5080404488258612
THE BRONX,Bronx,75to84,75 to 84,38655,34968,0.6677245073100408
THE BRONX,Bronx,65to74,65 to 74,82185,73677,0.7800353913005148
THE BRONX,Bronx,55to64,55 to 64,119226,102234,0.7295145814747496
THE BRONX,Bronx,45to54,45 to 54,103467,84815,0.5948567068187476
THE BRONX,Bronx,35to44,35 to 44,85459,67094,0.4769182816536438
THE BRONX,Bronx,25to34,25 to 34,71177,54072,0.3136884945030289
THE BRONX,Bronx,18to24,18 to 24,39138,26765,0.2826714295984795
THE BRONX,Bronx,%all%,%all%,552823,455705,0.5158016267721718
%all%,%all%,85andUp,85+,97393,87016,0.5442834948417888
%all%,%all%,75to84,75 to 84,262199,237942,0.6851748495700232
%all%,%all%,65to74,65 to 74,543523,491251,0.7561585709416454
%all%,%all%,55to64,55 to 64,706628,610815,0.7073888555913124
%all%,%all%,45to54,45 to 54,652814,545167,0.6349793354064394
%all%,%all%,35to44,35 to 44,660994,542410,0.5813972307297174
%all%,%all%,25to34,25 to 34,750407,613952,0.5057676792934416
%all%,%all%,18to24,18 to 24,303898,225052,0.4312623560179413
%all%,%all%,%all%,%all%,3977856,3353605,0.5997345129303936
