Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,82783,56802,0.357856741451606
STATEN ISLAND,Staten Island,F,Female,96974,68828,0.396114585418258
QUEENS,Queens,M,Male,406316,262082,0.3679851417943588
QUEENS,Queens,F,Female,471819,313398,0.4052849543430415
MANHATTAN,Manhattan,M,Male,363927,234153,0.4765876809831288
MANHATTAN,Manhattan,F,Female,428781,288884,0.505751036283828
BROOKLYN,Brooklyn,M,Male,372644,227449,0.3074128398589665
BROOKLYN,Brooklyn,F,Female,455323,292685,0.3378496396477282
THE BRONX,Bronx,M,Male,188037,130502,0.2818538251522186
THE BRONX,Bronx,F,Female,236897,168375,0.3142383037893421
%all%,%all%,M,Male,1413707,910988,0.3553419022057551
%all%,%all%,F,Female,1689794,1132170,0.3877118968454859
