Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3239827840855015
Latino,Latino,STATEN ISLAND,Staten Island,0.2139601525305174
Black,Black,STATEN ISLAND,Staten Island,0.1993464783688817
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.4978603669617212
White,White,QUEENS,Queens,0.3264996296508536
Latino,Latino,QUEENS,Queens,0.2473332365529442
Black,Black,QUEENS,Queens,0.1938162704334908
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.4692365862324936
White,White,MANHATTAN,Manhattan,0.4835261734973522
Latino,Latino,MANHATTAN,Manhattan,0.291550015260869
Black,Black,MANHATTAN,Manhattan,0.273046433408229
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5304328364579968
White,White,BROOKLYN,Brooklyn,0.3026853138532278
Latino,Latino,BROOKLYN,Brooklyn,0.2172970089666907
Black,Black,BROOKLYN,Brooklyn,0.1945949783467828
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.4590281793601426
White,White,THE BRONX,Bronx,0.3309572097499231
Latino,Latino,THE BRONX,Bronx,0.1937085936392003
Black,Black,THE BRONX,Bronx,0.1960585643359001
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3700218403716895
White,White,%all%,%all%,0.362856714601473
Latino,Latino,%all%,%all%,0.2297455427691978
Black,Black,%all%,%all%,0.2034561474996823
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4731810363136144
