Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,337379,0.1052923135883913,0.1052923135883913
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,4987,0.0015563884173743,0.0015563884173743
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,9435,0.0029445608016696,0.0029445608016696
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,429903,0.1341680468807785,0.1341680468807785
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,666115,0.2078872409543311,0.2078872409543311
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,678103,0.2116285652670406,0.2116285652670406
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1078291,0.3365228840904147,0.3365228840904147
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,62530,0.1077111762618555,0.1077111762618555
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,820,0.0014124926360902,0.0014124926360902
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1427,0.002458081697196,0.002458081697196
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,45621,0.078584544574478,0.078584544574478
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,68477,0.1179551929775,0.1179551929775
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,76205,0.1312670747966527,0.1312670747966527
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,325454,0.5606114370562276,0.5606114370562276
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,249434,0.1034971372046387,0.1034971372046387
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,3960,0.0016431146649229,0.0016431146649229
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7019,0.0029123792507812,0.0029123792507812
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,298806,0.1239829597391265,0.1239829597391265
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,520046,0.2157816184430493,0.2157816184430493
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,543927,0.2256905127140147,0.2256905127140147
18 to 64 years,18 to 64 years,White,White,NYC,NYC,786865,0.3264922779834668,0.3264922779834668
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,45047,0.1045550023790458,0.1045550023790458
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,679,0.0015759727976418,0.0015759727976418
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1065,0.0024718866413675,0.0024718866413675
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,36405,0.0844967447690005,0.0844967447690005
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,57942,0.1344845594123177,0.1344845594123177
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,62614,0.1453283663498474,0.1453283663498474
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,227093,0.5270874676507794,0.5270874676507794
65+ years,65+ years,Other,Other,NYC,NYC,84958,0.1100247095206767,0.1100247095206767
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,982,0.001271737384935,0.001271737384935
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2215,0.0028685318814979,0.0028685318814979
65+ years,65+ years,Black,Black,NYC,NYC,128668,0.1666312686810711,0.1666312686810711
65+ years,65+ years,Latino,Latino,NYC,NYC,141476,0.1832182467118725,0.1832182467118725
65+ years,65+ years,Asian,Asian,NYC,NYC,127929,0.1656742280217361,0.1656742280217361
65+ years,65+ years,White,White,NYC,NYC,285944,0.3703112777982108,0.3703112777982108
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17167,0.1174325858837372,0.1174325858837372
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,134,0.0009166404443654,0.0009166404443654
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,352,0.0024078913165419,0.0024078913165419
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9026,0.0617432585883737,0.0617432585883737
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,9981,0.0682760319045599,0.0682760319045599
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13004,0.0889551667054301,0.0889551667054301
65+ years,65+ years,White,White,Non- NYC,Non- NYC,96522,0.6602684251569918,0.6602684251569918
