Date-value,Date-alias,SUM(Total Doses Administered (daily))-value,SUM(Total Doses Administered (daily))-alias
2021-04-30,4/30,37506,37506
2021-04-29,4/29,57610,57610
2021-04-28,4/28,60564,60564
2021-04-27,4/27,55384,55384
2021-04-26,4/26,47531,47531
2021-04-25,4/25,37148,37148
2021-04-24,4/24,60223,60223
2021-04-23,4/23,69930,69930
2021-04-22,4/22,73019,73019
2021-04-21,4/21,70041,70041
2021-04-20,4/20,66080,66080
2021-04-19,4/19,60907,60907
2021-04-18,4/18,39417,39417
2021-04-17,4/17,69050,69050
2021-04-16,4/16,85290,85290
2021-04-15,4/15,88172,88172
2021-04-14,4/14,82503,82503
2021-04-13,4/13,76756,76756
2021-04-12,4/12,78969,78969
2021-04-11,4/11,62941,62941
2021-04-10,4/10,93406,93406
2021-04-09,4/9,113315,113315
2021-04-08,4/8,115559,115559
2021-04-07,4/7,103919,103919
2021-04-06,4/6,96920,96920
2021-04-05,4/5,83875,83875
2021-04-04,4/4,52091,52091
2021-04-03,4/3,85903,85903
2021-04-02,4/2,106903,106903
2021-04-01,4/1,113486,113486
2021-03-31,3/31,99336,99336
2021-03-30,3/30,84187,84187
2021-03-29,3/29,74549,74549
2021-03-28,3/28,60397,60397
2021-03-27,3/27,81827,81827
2021-03-26,3/26,95308,95308
2021-03-25,3/25,96386,96386
2021-03-24,3/24,81679,81679
2021-03-23,3/23,73340,73340
2021-03-22,3/22,62808,62808
2021-03-21,3/21,48345,48345
2021-03-20,3/20,67388,67388
2021-03-19,3/19,81122,81122
2021-03-18,3/18,80778,80778
2021-03-17,3/17,69793,69793
2021-03-16,3/16,62023,62023
2021-03-15,3/15,53902,53902
2021-03-14,3/14,50090,50090
2021-03-13,3/13,71304,71304
2021-03-12,3/12,84435,84435
2021-03-11,3/11,84382,84382
2021-03-10,3/10,70290,70290
2021-03-09,3/9,58204,58204
2021-03-08,3/8,61863,61863
2021-03-07,3/7,56525,56525
2021-03-06,3/6,70451,70451
2021-03-05,3/5,86506,86506
2021-03-04,3/4,82162,82162
2021-03-03,3/3,63390,63390
2021-03-02,3/2,58319,58319
2021-03-01,3/1,50740,50740
2021-02-28,2/28,57907,57907
2021-02-27,2/27,73216,73216
2021-02-26,2/26,93187,93187
2021-02-25,2/25,83538,83538
2021-02-24,2/24,55591,55591
2021-02-23,2/23,38604,38604
2021-02-22,2/22,24211,24211
2021-02-21,2/21,23596,23596
2021-02-20,2/20,36949,36949
2021-02-19,2/19,36498,36498
2021-02-18,2/18,36132,36132
2021-02-17,2/17,37533,37533
2021-02-16,2/16,40149,40149
2021-02-15,2/15,22680,22680
2021-02-14,2/14,39560,39560
2021-02-13,2/13,52319,52319
2021-02-12,2/12,67867,67867
2021-02-11,2/11,60370,60370
2021-02-10,2/10,47867,47867
2021-02-09,2/9,44605,44605
2021-02-08,2/8,39645,39645
2021-02-07,2/7,20025,20025
2021-02-06,2/6,33675,33675
2021-02-05,2/5,46582,46582
2021-02-04,2/4,45830,45830
2021-02-03,2/3,36587,36587
2021-02-02,2/2,11947,11947
2021-02-01,2/1,6331,6331
2021-01-31,1/31,15610,15610
2021-01-30,1/30,21939,21939
2021-01-29,1/29,42584,42584
2021-01-28,1/28,41823,41823
2021-01-27,1/27,32465,32465
2021-01-26,1/26,26877,26877
2021-01-25,1/25,24019,24019
2021-01-24,1/24,10339,10339
2021-01-23,1/23,18491,18491
2021-01-22,1/22,28498,28498
2021-01-21,1/21,33053,33053
2021-01-20,1/20,43841,43841
2021-01-19,1/19,43212,43212
2021-01-18,1/18,29076,29076
2021-01-17,1/17,25283,25283
2021-01-16,1/16,32294,32294
2021-01-15,1/15,32355,32355
2021-01-14,1/14,40712,40712
2021-01-13,1/13,40803,40803
2021-01-12,1/12,35624,35624
2021-01-11,1/11,32907,32907
2021-01-10,1/10,8786,8786
2021-01-09,1/9,9089,9089
2021-01-08,1/8,21801,21801
2021-01-07,1/7,21444,21444
2021-01-06,1/6,21498,21498
2021-01-05,1/5,16019,16019
2021-01-04,1/4,12964,12964
2021-01-03,1/3,3541,3541
2021-01-02,1/2,3805,3805
2021-01-01,1/1,164,164
2020-12-31,12/31,7232,7232
2020-12-30,12/30,12797,12797
2020-12-29,12/29,10673,10673
2020-12-28,12/28,10948,10948
2020-12-27,12/27,3837,3837
2020-12-26,12/26,4348,4348
2020-12-25,12/25,179,179
2020-12-24,12/24,7237,7237
2020-12-23,12/23,14251,14251
2020-12-22,12/22,9752,9752
2020-12-21,12/21,6271,6271
2020-12-20,12/20,1104,1104
2020-12-19,12/19,1685,1685
2020-12-18,12/18,5786,5786
2020-12-17,12/17,4493,4493
2020-12-16,12/16,4510,4510
2020-12-15,12/15,2039,2039
2020-12-14,12/14,77,77
