Date-value,Date-alias,SUM(Total Doses Administered (daily))-value,SUM(Total Doses Administered (daily))-alias
2021-03-24,3/24,36257,36257
2021-03-23,3/23,44502,44502
2021-03-22,3/22,33945,33945
2021-03-21,3/21,27858,27858
2021-03-20,3/20,54945,54945
2021-03-19,3/19,76719,76719
2021-03-18,3/18,78388,78388
2021-03-17,3/17,67806,67806
2021-03-16,3/16,60577,60577
2021-03-15,3/15,51672,51672
2021-03-14,3/14,47788,47788
2021-03-13,3/13,69029,69029
2021-03-12,3/12,82289,82289
2021-03-11,3/11,82657,82657
2021-03-10,3/10,69507,69507
2021-03-09,3/9,57794,57794
2021-03-08,3/8,61509,61509
2021-03-07,3/7,55884,55884
2021-03-06,3/6,69439,69439
2021-03-05,3/5,84891,84891
2021-03-04,3/4,80967,80967
2021-03-03,3/3,62640,62640
2021-03-02,3/2,57906,57906
2021-03-01,3/1,50309,50309
2021-02-28,2/28,57185,57185
2021-02-27,2/27,72268,72268
2021-02-26,2/26,91962,91962
2021-02-25,2/25,82565,82565
2021-02-24,2/24,54343,54343
2021-02-23,2/23,38292,38292
2021-02-22,2/22,23909,23909
2021-02-21,2/21,23230,23230
2021-02-20,2/20,35572,35572
2021-02-19,2/19,35776,35776
2021-02-18,2/18,35489,35489
2021-02-17,2/17,37121,37121
2021-02-16,2/16,39701,39701
2021-02-15,2/15,22076,22076
2021-02-14,2/14,38894,38894
2021-02-13,2/13,51693,51693
2021-02-12,2/12,67013,67013
2021-02-11,2/11,59687,59687
2021-02-10,2/10,47659,47659
2021-02-09,2/9,44329,44329
2021-02-08,2/8,39404,39404
2021-02-07,2/7,19860,19860
2021-02-06,2/6,33304,33304
2021-02-05,2/5,46106,46106
2021-02-04,2/4,45305,45305
2021-02-03,2/3,36222,36222
2021-02-02,2/2,11793,11793
2021-02-01,2/1,6273,6273
2021-01-31,1/31,15529,15529
2021-01-30,1/30,21842,21842
2021-01-29,1/29,42478,42478
2021-01-28,1/28,41704,41704
2021-01-27,1/27,32331,32331
2021-01-26,1/26,26812,26812
2021-01-25,1/25,24012,24012
2021-01-24,1/24,10336,10336
2021-01-23,1/23,18486,18486
2021-01-22,1/22,28391,28391
2021-01-21,1/21,32967,32967
2021-01-20,1/20,44841,44841
2021-01-19,1/19,42163,42163
2021-01-18,1/18,28958,28958
2021-01-17,1/17,25154,25154
2021-01-16,1/16,32195,32195
2021-01-15,1/15,32197,32197
2021-01-14,1/14,40610,40610
2021-01-13,1/13,40656,40656
2021-01-12,1/12,35581,35581
2021-01-11,1/11,32712,32712
2021-01-10,1/10,8742,8742
2021-01-09,1/9,9035,9035
2021-01-08,1/8,21636,21636
2021-01-07,1/7,21339,21339
2021-01-06,1/6,21420,21420
2021-01-05,1/5,15967,15967
2021-01-04,1/4,12952,12952
2021-01-03,1/3,3541,3541
2021-01-02,1/2,3802,3802
2021-01-01,1/1,160,160
2020-12-31,12/31,7227,7227
2020-12-30,12/30,12797,12797
2020-12-29,12/29,10674,10674
2020-12-28,12/28,10949,10949
2020-12-27,12/27,3832,3832
2020-12-26,12/26,4348,4348
2020-12-25,12/25,179,179
2020-12-24,12/24,7233,7233
2020-12-23,12/23,14215,14215
2020-12-22,12/22,9713,9713
2020-12-21,12/21,6265,6265
2020-12-20,12/20,1098,1098
2020-12-19,12/19,1685,1685
2020-12-18,12/18,5759,5759
2020-12-17,12/17,4486,4486
2020-12-16,12/16,4509,4509
2020-12-15,12/15,2034,2034
2020-12-14,12/14,76,76
