Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,76,76
2020-12-15,12/15,2110,2110
2020-12-16,12/16,6619,6619
2020-12-17,12/17,11105,11105
2020-12-18,12/18,16864,16864
2020-12-19,12/19,18549,18549
2020-12-20,12/20,19647,19647
2020-12-21,12/21,25912,25912
2020-12-22,12/22,35625,35625
2020-12-23,12/23,49840,49840
2020-12-24,12/24,57073,57073
2020-12-25,12/25,57252,57252
2020-12-26,12/26,61600,61600
2020-12-27,12/27,65432,65432
2020-12-28,12/28,76381,76381
2020-12-29,12/29,87055,87055
2020-12-30,12/30,99852,99852
2020-12-31,12/31,107079,107079
2021-01-01,1/1,107239,107239
2021-01-02,1/2,111041,111041
2021-01-03,1/3,114582,114582
2021-01-04,1/4,127534,127534
2021-01-05,1/5,143501,143501
2021-01-06,1/6,164921,164921
2021-01-07,1/7,186260,186260
2021-01-08,1/8,207896,207896
2021-01-09,1/9,216931,216931
2021-01-10,1/10,225673,225673
2021-01-11,1/11,258385,258385
2021-01-12,1/12,293966,293966
2021-01-13,1/13,334622,334622
2021-01-14,1/14,375232,375232
2021-01-15,1/15,407429,407429
2021-01-16,1/16,439624,439624
2021-01-17,1/17,464778,464778
2021-01-18,1/18,493736,493736
2021-01-19,1/19,535899,535899
2021-01-20,1/20,580740,580740
2021-01-21,1/21,613707,613707
2021-01-22,1/22,642098,642098
2021-01-23,1/23,660584,660584
2021-01-24,1/24,670920,670920
2021-01-25,1/25,694932,694932
2021-01-26,1/26,721744,721744
2021-01-27,1/27,754075,754075
2021-01-28,1/28,795779,795779
2021-01-29,1/29,838257,838257
2021-01-30,1/30,860099,860099
2021-01-31,1/31,875628,875628
2021-02-01,2/1,881901,881901
2021-02-02,2/2,893694,893694
2021-02-03,2/3,929916,929916
2021-02-04,2/4,975221,975221
2021-02-05,2/5,1021327,1021327
2021-02-06,2/6,1054631,1054631
2021-02-07,2/7,1074491,1074491
2021-02-08,2/8,1113895,1113895
2021-02-09,2/9,1158224,1158224
2021-02-10,2/10,1205883,1205883
2021-02-11,2/11,1265570,1265570
2021-02-12,2/12,1332583,1332583
2021-02-13,2/13,1384276,1384276
2021-02-14,2/14,1423170,1423170
2021-02-15,2/15,1445246,1445246
2021-02-16,2/16,1484947,1484947
2021-02-17,2/17,1522068,1522068
2021-02-18,2/18,1557557,1557557
2021-02-19,2/19,1593333,1593333
2021-02-20,2/20,1628905,1628905
2021-02-21,2/21,1652135,1652135
2021-02-22,2/22,1676044,1676044
2021-02-23,2/23,1714336,1714336
2021-02-24,2/24,1768679,1768679
2021-02-25,2/25,1851244,1851244
2021-02-26,2/26,1943206,1943206
2021-02-27,2/27,2015474,2015474
2021-02-28,2/28,2072659,2072659
2021-03-01,3/1,2122968,2122968
2021-03-02,3/2,2180874,2180874
2021-03-03,3/3,2243514,2243514
2021-03-04,3/4,2324481,2324481
2021-03-05,3/5,2409372,2409372
2021-03-06,3/6,2478811,2478811
2021-03-07,3/7,2534695,2534695
2021-03-08,3/8,2596204,2596204
2021-03-09,3/9,2653998,2653998
2021-03-10,3/10,2723505,2723505
2021-03-11,3/11,2806162,2806162
2021-03-12,3/12,2888451,2888451
2021-03-13,3/13,2957480,2957480
2021-03-14,3/14,3005268,3005268
2021-03-15,3/15,3056940,3056940
2021-03-16,3/16,3117517,3117517
2021-03-17,3/17,3185323,3185323
2021-03-18,3/18,3263711,3263711
2021-03-19,3/19,3340430,3340430
2021-03-20,3/20,3395375,3395375
2021-03-21,3/21,3423233,3423233
2021-03-22,3/22,3457178,3457178
2021-03-23,3/23,3501680,3501680
2021-03-24,3/24,3537937,3537937
