Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2572164784924442
Latino,Latino,STATEN ISLAND,Staten Island,0.1468670321983799
Black,Black,STATEN ISLAND,Staten Island,0.1407533403460084
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.3345448150536374
White,White,QUEENS,Queens,0.2560100826909863
Latino,Latino,QUEENS,Queens,0.1707231013330257
Black,Black,QUEENS,Queens,0.1461614640905203
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.3243878499708496
White,White,MANHATTAN,Manhattan,0.3641384802740127
Latino,Latino,MANHATTAN,Manhattan,0.2121903918894646
Black,Black,MANHATTAN,Manhattan,0.195802837016443
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.331602473271868
White,White,BROOKLYN,Brooklyn,0.2203686941444945
Latino,Latino,BROOKLYN,Brooklyn,0.1484166151517846
Black,Black,BROOKLYN,Brooklyn,0.1400004732943654
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.2945094790803807
White,White,THE BRONX,Bronx,0.2724665899806251
Latino,Latino,THE BRONX,Bronx,0.1427367663678018
Black,Black,THE BRONX,Bronx,0.1491042597786275
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.2721997761159345
White,White,%all%,%all%,0.2752418366159876
Latino,Latino,%all%,%all%,0.1630803890096923
Black,Black,%all%,%all%,0.1495611901976506
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.3157966411649408
