Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5572,4780,0.4826820155508432
STATEN ISLAND,Staten Island,75to84,75 to 84,16414,14232,0.625885043317648
STATEN ISLAND,Staten Island,65to74,65 to 74,35179,30124,0.6456203519149576
STATEN ISLAND,Staten Island,55to64,55 to 64,41401,31534,0.4768486314834418
STATEN ISLAND,Staten Island,45to54,45 to 54,31830,21946,0.3419871595088201
STATEN ISLAND,Staten Island,35to44,35 to 44,24758,16121,0.2724338391861291
STATEN ISLAND,Staten Island,25to34,25 to 34,21066,12968,0.2003739241953677
STATEN ISLAND,Staten Island,18to24,18 to 24,11544,5333,0.1344271073788972
STATEN ISLAND,Staten Island,<18,<18,1977,173,0.0016800203683645
STATEN ISLAND,Staten Island,%all%,%all%,189741,137211,0.2881718307315238
QUEENS,Queens,85andUp,85+,26217,21861,0.4234560212918125
QUEENS,Queens,75to84,75 to 84,69586,58346,0.5316464549246448
QUEENS,Queens,65to74,65 to 74,148584,122897,0.588797307239352
QUEENS,Queens,55to64,55 to 64,193880,137803,0.4566286565055718
QUEENS,Queens,45to54,45 to 54,169780,106991,0.3549261947003659
QUEENS,Queens,35to44,35 to 44,157356,93062,0.3015528748178514
QUEENS,Queens,25to34,25 to 34,152053,84903,0.2342163771005482
QUEENS,Queens,18to24,18 to 24,60082,25335,0.1449984113944103
QUEENS,Queens,<18,<18,9543,917,0.002041538761433
QUEENS,Queens,%all%,%all%,987081,652115,0.2874867997467836
MANHATTAN,Manhattan,85andUp,85+,23976,21074,0.529156814976064
MANHATTAN,Manhattan,75to84,75 to 84,62888,56498,0.659729900494596
MANHATTAN,Manhattan,65to74,65 to 74,113187,100589,0.6805432525308291
MANHATTAN,Manhattan,55to64,55 to 64,127311,98796,0.5433010272559238
MANHATTAN,Manhattan,45to54,45 to 54,119797,81848,0.4237157755588034
MANHATTAN,Manhattan,35to44,35 to 44,133208,82911,0.3574570546148975
MANHATTAN,Manhattan,25to34,25 to 34,196383,111044,0.3088524140058347
MANHATTAN,Manhattan,18to24,18 to 24,68713,31401,0.2180816460586872
MANHATTAN,Manhattan,<18,<18,7597,1356,0.005956070830259
MANHATTAN,Manhattan,%all%,%all%,853060,585517,0.3633546419235426
BROOKLYN,Brooklyn,85andUp,85+,21217,17016,0.3337779521380934
BROOKLYN,Brooklyn,75to84,75 to 84,59385,48409,0.4538584862320812
BROOKLYN,Brooklyn,65to74,65 to 74,129643,105148,0.5001260446245536
BROOKLYN,Brooklyn,55to64,55 to 64,152235,107526,0.376313717255499
BROOKLYN,Brooklyn,45to54,45 to 54,141086,89837,0.3041548451751387
BROOKLYN,Brooklyn,35to44,35 to 44,160920,95350,0.2663511980915455
BROOKLYN,Brooklyn,25to34,25 to 34,192993,105489,0.2244251033420489
BROOKLYN,Brooklyn,18to24,18 to 24,55417,23366,0.1124296259400738
BROOKLYN,Brooklyn,<18,<18,7111,835,0.0014520142769927
BROOKLYN,Brooklyn,%all%,%all%,920007,592976,0.2316400269853975
THE BRONX,Bronx,85andUp,85+,12216,10357,0.3892997135609237
THE BRONX,Bronx,75to84,75 to 84,35582,30311,0.5235906749728274
THE BRONX,Bronx,65to74,65 to 74,74786,62562,0.5937893064493862
THE BRONX,Bronx,55to64,55 to 64,102827,77780,0.4759166972565214
THE BRONX,Bronx,45to54,45 to 54,84279,58645,0.3371642317974373
THE BRONX,Bronx,35to44,35 to 44,66035,42937,0.2396171293762214
THE BRONX,Bronx,25to34,25 to 34,53532,33288,0.1467055735001029
THE BRONX,Bronx,18to24,18 to 24,26111,12680,0.0915804008203976
THE BRONX,Bronx,<18,<18,3621,416,0.0011911369628361
THE BRONX,Bronx,%all%,%all%,458989,328976,0.2315068492753132
%all%,%all%,85andUp,85+,89198,75088,0.4196313807016956
%all%,%all%,75to84,75 to 84,243855,207796,0.5430096722003231
%all%,%all%,65to74,65 to 74,501379,421320,0.586147649886268
%all%,%all%,55to64,55 to 64,617654,453439,0.453927236523983
%all%,%all%,45to54,45 to 54,546772,359267,0.3494519432693926
%all%,%all%,35to44,35 to 44,542277,330381,0.2905965840623587
%all%,%all%,25to34,25 to 34,616027,347692,0.2343413320356757
%all%,%all%,18to24,18 to 24,221867,98115,0.1392352238603094
%all%,%all%,<18,<18,29849,3697,0.0021694453914143
%all%,%all%,%all%,%all%,3408878,2296795,0.2755002298838994
