Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,87350,62175,0.2687718843210997
STATEN ISLAND,Staten Island,F,Female,101616,74409,0.3039421926123204
QUEENS,Queens,M,Male,452178,293747,0.2660356260808522
QUEENS,Queens,F,Female,520012,348231,0.2991248443488535
MANHATTAN,Manhattan,M,Male,389592,261483,0.3424301483168643
MANHATTAN,Manhattan,F,Female,455029,317562,0.3745672279890316
BROOKLYN,Brooklyn,M,Male,410360,257562,0.2124758908227561
BROOKLYN,Brooklyn,F,Female,495778,326135,0.2419921511246123
THE BRONX,Bronx,M,Male,203036,143366,0.2148952360268084
THE BRONX,Bronx,F,Female,254000,184374,0.2445677784980652
%all%,%all%,M,Male,1542516,1018333,0.2559627881158495
%all%,%all%,F,Female,1826435,1250711,0.2869672482062988
