Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2111,2111
2020-12-16,12/16,6620,6620
2020-12-17,12/17,11109,11109
2020-12-18,12/18,16887,16887
2020-12-19,12/19,18572,18572
2020-12-20,12/20,19676,19676
2020-12-21,12/21,25946,25946
2020-12-22,12/22,35662,35662
2020-12-23,12/23,49884,49884
2020-12-24,12/24,57119,57119
2020-12-25,12/25,57299,57299
2020-12-26,12/26,61647,61647
2020-12-27,12/27,65484,65484
2020-12-28,12/28,76429,76429
2020-12-29,12/29,87101,87101
2020-12-30,12/30,99898,99898
2020-12-31,12/31,107132,107132
2021-01-01,1/1,107296,107296
2021-01-02,1/2,111101,111101
2021-01-03,1/3,114642,114642
2021-01-04,1/4,127605,127605
2021-01-05,1/5,143625,143625
2021-01-06,1/6,165126,165126
2021-01-07,1/7,186555,186555
2021-01-08,1/8,208345,208345
2021-01-09,1/9,217430,217430
2021-01-10,1/10,226202,226202
2021-01-11,1/11,259108,259108
2021-01-12,1/12,294729,294729
2021-01-13,1/13,335519,335519
2021-01-14,1/14,376226,376226
2021-01-15,1/15,408556,408556
2021-01-16,1/16,440844,440844
2021-01-17,1/17,466083,466083
2021-01-18,1/18,495147,495147
2021-01-19,1/19,538346,538346
2021-01-20,1/20,582181,582181
2021-01-21,1/21,615242,615242
2021-01-22,1/22,643723,643723
2021-01-23,1/23,662213,662213
2021-01-24,1/24,672552,672552
2021-01-25,1/25,696576,696576
2021-01-26,1/26,723433,723433
2021-01-27,1/27,755891,755891
2021-01-28,1/28,797712,797712
2021-01-29,1/29,840292,840292
2021-01-30,1/30,862223,862223
2021-01-31,1/31,877826,877826
2021-02-01,2/1,884149,884149
2021-02-02,2/2,896101,896101
2021-02-03,2/3,932678,932678
2021-02-04,2/4,978402,978402
2021-02-05,2/5,1024956,1024956
2021-02-06,2/6,1058616,1058616
2021-02-07,2/7,1078631,1078631
2021-02-08,2/8,1118251,1118251
2021-02-09,2/9,1162848,1162848
2021-02-10,2/10,1210709,1210709
2021-02-11,2/11,1270851,1270851
2021-02-12,2/12,1338161,1338161
2021-02-13,2/13,1390238,1390238
2021-02-14,2/14,1429699,1429699
2021-02-15,2/15,1452202,1452202
2021-02-16,2/16,1492157,1492157
2021-02-17,2/17,1529514,1529514
2021-02-18,2/18,1565510,1565510
2021-02-19,2/19,1601843,1601843
2021-02-20,2/20,1638196,1638196
2021-02-21,2/21,1661815,1661815
2021-02-22,2/22,1685972,1685972
2021-02-23,2/23,1724535,1724535
2021-02-24,2/24,1780105,1780105
2021-02-25,2/25,1863439,1863439
2021-02-26,2/26,1955700,1955700
2021-02-27,2/27,2028292,2028292
2021-02-28,2/28,2085647,2085647
2021-03-01,3/1,2136254,2136254
2021-03-02,3/2,2194457,2194457
2021-03-03,3/3,2257698,2257698
2021-03-04,3/4,2339419,2339419
2021-03-05,3/5,2425023,2425023
2021-03-06,3/6,2495080,2495080
2021-03-07,3/7,2551383,2551383
2021-03-08,3/8,2613065,2613065
2021-03-09,3/9,2671137,2671137
2021-03-10,3/10,2741296,2741296
2021-03-11,3/11,2824676,2824676
2021-03-12,3/12,2908039,2908039
2021-03-13,3/13,2978184,2978184
2021-03-14,3/14,3027980,3027980
2021-03-15,3/15,3081875,3081875
2021-03-16,3/16,3143837,3143837
2021-03-17,3/17,3213818,3213818
2021-03-18,3/18,3294897,3294897
2021-03-19,3/19,3374693,3374693
2021-03-20,3/20,3440757,3440757
2021-03-21,3/21,3488873,3488873
2021-03-22,3/22,3550056,3550056
2021-03-23,3/23,3621340,3621340
2021-03-24,3/24,3701774,3701774
2021-03-25,3/25,3796784,3796784
2021-03-26,3/26,3889554,3889554
2021-03-27,3/27,3968734,3968734
2021-03-28,3/28,4027860,4027860
2021-03-29,3/29,4101394,4101394
2021-03-30,3/30,4183854,4183854
2021-03-31,3/31,4281159,4281159
2021-04-01,4/1,4391865,4391865
2021-04-02,4/2,4495737,4495737
2021-04-03,4/3,4578726,4578726
2021-04-04,4/4,4628452,4628452
2021-04-05,4/5,4707059,4707059
2021-04-06,4/6,4797577,4797577
2021-04-07,4/7,4894403,4894403
2021-04-08,4/8,5003140,5003140
2021-04-09,4/9,5108978,5108978
2021-04-10,4/10,5195692,5195692
2021-04-11,4/11,5244445,5244445
2021-04-12,4/12,5294409,5294409
2021-04-13,4/13,5328696,5328696
