Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,271449,0.1055763744523291,0.1055763744523291
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,4014,0.0015611903784934,0.0015611903784934
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,7588,0.0029512487772815,0.0029512487772815
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,343988,0.1337894259883358,0.1337894259883358
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,504532,0.1962308181469907,0.1962308181469907
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,522218,0.2031095458585089,0.2031095458585089
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,917326,0.3567813963980608,0.3567813963980608
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,57661,0.1095473224446526,0.1095473224446526
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,755,0.0014343876874441,0.0014343876874441
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1302,0.0024736063166254,0.0024736063166254
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,39906,0.0758154636491963,0.0758154636491963
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,56986,0.1082649228565403,0.1082649228565403
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,66958,0.127210239438252,0.127210239438252
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,302789,0.5752540576072894,0.5752540576072894
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,194647,0.1045875779314391,0.1045875779314391
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,3115,0.00167374942977,0.00167374942977
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,5477,0.002942897472504,0.002942897472504
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,229481,0.1233045563059517,0.1233045563059517
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,377672,0.2029304316661571,0.2029304316661571
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,403651,0.2168894481785146,0.2168894481785146
18 to 64 years,18 to 64 years,White,White,NYC,NYC,647048,0.3476713390156634,0.3476713390156634
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,40823,0.1066225442312615,0.1066225442312615
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,619,0.0016167198608419,0.0016167198608419
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,954,0.0024916813364188,0.0024916813364188
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,31431,0.0820922810115077,0.0820922810115077
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,47372,0.1237273881224633,0.1237273881224633
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,54078,0.1412422885858011,0.1412422885858011
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,207597,0.5422070968517058,0.5422070968517058
65+ years,65+ years,Other,Other,NYC,NYC,75802,0.1078611331665656,0.1078611331665656
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,884,0.0012578723743337,0.0012578723743337
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2041,0.0029042053348587,0.0029042053348587
65+ years,65+ years,Black,Black,NYC,NYC,113831,0.1619738351162678,0.1619738351162678
65+ years,65+ years,Latino,Latino,NYC,NYC,125583,0.1786961384456454,0.1786961384456454
65+ years,65+ years,Asian,Asian,NYC,NYC,116795,0.1661914071949162,0.1661914071949162
65+ years,65+ years,White,White,NYC,NYC,267838,0.3811154083674126,0.3811154083674126
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,16654,0.1177327225426988,0.1177327225426988
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,132,0.0009331523583305,0.0009331523583305
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,340,0.0024035742563058,0.0024035742563058
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,8394,0.0593400067865626,0.0593400067865626
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,9349,0.0660912227123629,0.0660912227123629
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,12599,0.0890665648682276,0.0890665648682276
65+ years,65+ years,White,White,Non- NYC,Non- NYC,93988,0.6644327564755118,0.6644327564755118
