Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,76,76
2020-12-15,12/15,2110,2110
2020-12-16,12/16,6619,6619
2020-12-17,12/17,11105,11105
2020-12-18,12/18,16864,16864
2020-12-19,12/19,18549,18549
2020-12-20,12/20,19647,19647
2020-12-21,12/21,25912,25912
2020-12-22,12/22,35626,35626
2020-12-23,12/23,49842,49842
2020-12-24,12/24,57075,57075
2020-12-25,12/25,57254,57254
2020-12-26,12/26,61602,61602
2020-12-27,12/27,65434,65434
2020-12-28,12/28,76379,76379
2020-12-29,12/29,87053,87053
2020-12-30,12/30,99850,99850
2020-12-31,12/31,107076,107076
2021-01-01,1/1,107236,107236
2021-01-02,1/2,111037,111037
2021-01-03,1/3,114575,114575
2021-01-04,1/4,127523,127523
2021-01-05,1/5,143486,143486
2021-01-06,1/6,164872,164872
2021-01-07,1/7,186258,186258
2021-01-08,1/8,207903,207903
2021-01-09,1/9,216938,216938
2021-01-10,1/10,225680,225680
2021-01-11,1/11,258502,258502
2021-01-12,1/12,294082,294082
2021-01-13,1/13,334738,334738
2021-01-14,1/14,375352,375352
2021-01-15,1/15,407547,407547
2021-01-16,1/16,439744,439744
2021-01-17,1/17,464897,464897
2021-01-18,1/18,493853,493853
2021-01-19,1/19,536015,536015
2021-01-20,1/20,580692,580692
2021-01-21,1/21,613659,613659
2021-01-22,1/22,642067,642067
2021-01-23,1/23,660553,660553
2021-01-24,1/24,670892,670892
2021-01-25,1/25,694906,694906
2021-01-26,1/26,721718,721718
2021-01-27,1/27,754056,754056
2021-01-28,1/28,795775,795775
2021-01-29,1/29,838260,838260
2021-01-30,1/30,860114,860114
2021-01-31,1/31,875655,875655
2021-02-01,2/1,881954,881954
2021-02-02,2/2,893752,893752
2021-02-03,2/3,929988,929988
2021-02-04,2/4,975375,975375
2021-02-05,2/5,1021528,1021528
2021-02-06,2/6,1054839,1054839
2021-02-07,2/7,1074695,1074695
2021-02-08,2/8,1114107,1114107
2021-02-09,2/9,1158441,1158441
2021-02-10,2/10,1206114,1206114
2021-02-11,2/11,1265808,1265808
2021-02-12,2/12,1332545,1332545
2021-02-13,2/13,1384190,1384190
2021-02-14,2/14,1423227,1423227
2021-02-15,2/15,1445434,1445434
2021-02-16,2/16,1485133,1485133
2021-02-17,2/17,1522314,1522314
2021-02-18,2/18,1557879,1557879
2021-02-19,2/19,1593775,1593775
2021-02-20,2/20,1629587,1629587
2021-02-21,2/21,1652815,1652815
2021-02-22,2/22,1676739,1676739
2021-02-23,2/23,1715090,1715090
2021-02-24,2/24,1769560,1769560
2021-02-25,2/25,1852218,1852218
2021-02-26,2/26,1944186,1944186
2021-02-27,2/27,2016541,2016541
2021-02-28,2/28,2073752,2073752
2021-03-01,3/1,2124161,2124161
2021-03-02,3/2,2182233,2182233
2021-03-03,3/3,2245223,2245223
2021-03-04,3/4,2326442,2326442
2021-03-05,3/5,2411584,2411584
2021-03-06,3/6,2481093,2481093
2021-03-07,3/7,2537009,2537009
2021-03-08,3/8,2598533,2598533
2021-03-09,3/9,2656384,2656384
2021-03-10,3/10,2726211,2726211
2021-03-11,3/11,2808893,2808893
2021-03-12,3/12,2891347,2891347
2021-03-13,3/13,2960475,2960475
2021-03-14,3/14,3009442,3009442
2021-03-15,3/15,3062927,3062927
2021-03-16,3/16,3124556,3124556
2021-03-17,3/17,3194041,3194041
2021-03-18,3/18,3274272,3274272
2021-03-19,3/19,3353037,3353037
2021-03-20,3/20,3414539,3414539
2021-03-21,3/21,3456898,3456898
2021-03-22,3/22,3509732,3509732
2021-03-23,3/23,3574103,3574103
2021-03-24,3/24,3647479,3647479
2021-03-25,3/25,3733638,3733638
2021-03-26,3/26,3817655,3817655
2021-03-27,3/27,3888954,3888954
2021-03-28,3/28,3928647,3928647
2021-03-29,3/29,3958318,3958318
