Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,137490,0.1099414269436059,0.1099414269436059
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,2110,0.0016872238770166,0.0016872238770166
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,3642,0.0029122603602343,0.0029122603602343
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,160090,0.1280131139675749,0.1280131139675749
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,243598,0.1947887971533095,0.1947887971533095
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,257302,0.205746956400056,0.205746956400056
18 to 64 years,18 to 64 years,White,White,NYC,NYC,446343,0.3569102212982028,0.3569102212982028
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,34412,0.1122656374888671,0.1122656374888671
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,534,0.0017421204934051,0.0017421204934051
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,765,0.0024957344147095,0.0024957344147095
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,24158,0.0788130091379766,0.0788130091379766
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,34455,0.1124059205997592,0.1124059205997592
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,40860,0.1333015793268368,0.1333015793268368
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,171339,0.5589759985384458,0.5589759985384458
65+ years,65+ years,Other,Other,NYC,NYC,66330,0.1110794788491811,0.1110794788491811
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,797,0.0013346953813176,0.0013346953813176
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,1638,0.0027430753257193,0.0027430753257193
65+ years,65+ years,Black,Black,NYC,NYC,93461,0.156514385236293,0.156514385236293
65+ years,65+ years,Latino,Latino,NYC,NYC,100959,0.1690709046454768,0.1690709046454768
65+ years,65+ years,Asian,Asian,NYC,NYC,96254,0.1611916803429682,0.1611916803429682
65+ years,65+ years,White,White,NYC,NYC,237701,0.3980657802190441,0.3980657802190441
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,15627,0.1220420786279931,0.1220420786279931
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,131,0.0010230698342783,0.0010230698342783
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,303,0.0023663370976055,0.0023663370976055
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,6927,0.0540977461224872,0.0540977461224872
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,7940,0.0620089655280134,0.0620089655280134
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,11079,0.0865235930837355,0.0865235930837355
65+ years,65+ years,White,White,Non- NYC,Non- NYC,86039,0.671938209705887,0.671938209705887
%all%,All,Other,Other,NYC,NYC,203820,0.1103092197660354,0.1103092197660354
%all%,All,NH/PI,NH/PI,NYC,NYC,2907,0.0015732945827684,0.0015732945827684
%all%,All,AI/AN,AI/AN,NYC,NYC,5280,0.0028575835559055,0.0028575835559055
%all%,All,Black,Black,NYC,NYC,253551,0.1372240848832206,0.1372240848832206
%all%,All,Latino,Latino,NYC,NYC,344557,0.1864773517560879,0.1864773517560879
%all%,All,Asian,Asian,NYC,NYC,353556,0.1913476916082838,0.1913476916082838
%all%,All,White,White,NYC,NYC,684044,0.3702107738476984,0.3702107738476984
%all%,All,Other,Other,Non- NYC,Non- NYC,50039,0.1151462713631207,0.1151462713631207
%all%,All,NH/PI,NH/PI,Non- NYC,Non- NYC,665,0.0015302518127156,0.0015302518127156
%all%,All,AI/AN,AI/AN,Non- NYC,Non- NYC,1068,0.0024576074225267,0.0024576074225267
%all%,All,Black,Black,Non- NYC,Non- NYC,31085,0.0715306430049083,0.0715306430049083
%all%,All,Latino,Latino,Non- NYC,Non- NYC,42395,0.0975564294738005,0.0975564294738005
%all%,All,Asian,Asian,Non- NYC,Non- NYC,51939,0.119518419399451,0.119518419399451
%all%,All,White,White,Non- NYC,Non- NYC,257378,0.5922603775234774,0.5922603775234774
