Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.4014503200212411
Latino,Latino,STATEN ISLAND,Staten Island,0.3156872472433743
Black,Black,STATEN ISLAND,Staten Island,0.2732200901272585
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.6364713656424306
White,White,QUEENS,Queens,0.4037136180689531
Latino,Latino,QUEENS,Queens,0.3545127733337056
Black,Black,QUEENS,Queens,0.2539868608815096
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.6028774848654784
White,White,MANHATTAN,Manhattan,0.5574254587797736
Latino,Latino,MANHATTAN,Manhattan,0.3784460316756972
Black,Black,MANHATTAN,Manhattan,0.3364664578949893
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.620407948229749
White,White,BROOKLYN,Brooklyn,0.4083109448580684
Latino,Latino,BROOKLYN,Brooklyn,0.3125396038878077
Black,Black,BROOKLYN,Brooklyn,0.2579096940477912
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.609898254399581
White,White,THE BRONX,Bronx,0.405467902756778
Latino,Latino,THE BRONX,Bronx,0.2782365667945647
Black,Black,THE BRONX,Bronx,0.2626881440908878
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4828533426224052
White,White,%all%,%all%,0.4521090757895616
Latino,Latino,%all%,%all%,0.3245642120883646
Black,Black,%all%,%all%,0.267446246222707
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.6037044346842328
