Date-value,Date-alias,SUM(Total Doses Administered (daily))-value,SUM(Total Doses Administered (daily))-alias
2021-03-26,3/26,37865,37865
2021-03-25,3/25,64441,64441
2021-03-24,3/24,64734,64734
2021-03-23,3/23,56446,56446
2021-03-22,3/22,45012,45012
2021-03-21,3/21,34107,34107
2021-03-20,3/20,55741,55741
2021-03-19,3/19,77197,77197
2021-03-18,3/18,78651,78651
2021-03-17,3/17,69427,69427
2021-03-16,3/16,61606,61606
2021-03-15,3/15,53415,53415
2021-03-14,3/14,48959,48959
2021-03-13,3/13,69025,69025
2021-03-12,3/12,82290,82290
2021-03-11,3/11,82658,82658
2021-03-10,3/10,69809,69809
2021-03-09,3/9,57838,57838
2021-03-08,3/8,61503,61503
2021-03-07,3/7,55884,55884
2021-03-06,3/6,69433,69433
2021-03-05,3/5,84995,84995
2021-03-04,3/4,81105,81105
2021-03-03,3/3,62902,62902
2021-03-02,3/2,58022,58022
2021-03-01,3/1,50358,50358
2021-02-28,2/28,57168,57168
2021-02-27,2/27,72296,72296
2021-02-26,2/26,91938,91938
2021-02-25,2/25,82635,82635
2021-02-24,2/24,54367,54367
2021-02-23,2/23,38314,38314
2021-02-22,2/22,23919,23919
2021-02-21,2/21,23225,23225
2021-02-20,2/20,35505,35505
2021-02-19,2/19,35610,35610
2021-02-18,2/18,35494,35494
2021-02-17,2/17,37122,37122
2021-02-16,2/16,39694,39694
2021-02-15,2/15,22097,22097
2021-02-14,2/14,38833,38833
2021-02-13,2/13,51635,51635
2021-02-12,2/12,66717,66717
2021-02-11,2/11,59680,59680
2021-02-10,2/10,47666,47666
2021-02-09,2/9,44325,44325
2021-02-08,2/8,39402,39402
2021-02-07,2/7,19856,19856
2021-02-06,2/6,33304,33304
2021-02-05,2/5,46105,46105
2021-02-04,2/4,45314,45314
2021-02-03,2/3,36221,36221
2021-02-02,2/2,11794,11794
2021-02-01,2/1,6282,6282
2021-01-31,1/31,15530,15530
2021-01-30,1/30,21849,21849
2021-01-29,1/29,42480,42480
2021-01-28,1/28,41711,41711
2021-01-27,1/27,32339,32339
2021-01-26,1/26,26811,26811
2021-01-25,1/25,24010,24010
2021-01-24,1/24,10334,10334
2021-01-23,1/23,18485,18485
2021-01-22,1/22,28399,28399
2021-01-21,1/21,32963,32963
2021-01-20,1/20,44695,44695
2021-01-19,1/19,42162,42162
2021-01-18,1/18,28953,28953
2021-01-17,1/17,25153,25153
2021-01-16,1/16,32195,32195
2021-01-15,1/15,32196,32196
2021-01-14,1/14,40607,40607
2021-01-13,1/13,40658,40658
2021-01-12,1/12,35583,35583
2021-01-11,1/11,32712,32712
2021-01-10,1/10,8742,8742
2021-01-09,1/9,9035,9035
2021-01-08,1/8,21629,21629
2021-01-07,1/7,21351,21351
2021-01-06,1/6,21412,21412
2021-01-05,1/5,15966,15966
2021-01-04,1/4,12950,12950
2021-01-03,1/3,3539,3539
2021-01-02,1/2,3801,3801
2021-01-01,1/1,160,160
2020-12-31,12/31,7226,7226
2020-12-30,12/30,12797,12797
2020-12-29,12/29,10674,10674
2020-12-28,12/28,10946,10946
2020-12-27,12/27,3832,3832
2020-12-26,12/26,4348,4348
2020-12-25,12/25,179,179
2020-12-24,12/24,7233,7233
2020-12-23,12/23,14216,14216
2020-12-22,12/22,9714,9714
2020-12-21,12/21,6265,6265
2020-12-20,12/20,1098,1098
2020-12-19,12/19,1685,1685
2020-12-18,12/18,5759,5759
2020-12-17,12/17,4486,4486
2020-12-16,12/16,4509,4509
2020-12-15,12/15,2034,2034
2020-12-14,12/14,76,76
