Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,129723,0.111066209238351,0.111066209238351
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,1955,0.0016738314644356,0.0016738314644356
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,3349,0.0028673460738592,0.0028673460738592
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,150239,0.1286315935474868,0.1286315935474868
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,225361,0.1929495307706731,0.1929495307706731
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,237133,0.2030284791079292,0.2030284791079292
18 to 64 years,18 to 64 years,White,White,NYC,NYC,420219,0.3597830097972652,0.3597830097972652
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,33724,0.1151477075622448,0.1151477075622448
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,521,0.0017789098458051,0.0017789098458051
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,737,0.0025164233327415,0.0025164233327415
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,22952,0.0783676368155807,0.0783676368155807
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,32271,0.1101865635968806,0.1101865635968806
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,38836,0.1326021934197408,0.1326021934197408
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,163835,0.5594005654270068,0.5594005654270068
65+ years,65+ years,Other,Other,NYC,NYC,65218,0.1129564423691444,0.1129564423691444
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,788,0.0013648023028441,0.0013648023028441
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,1540,0.0026672532314466,0.0026672532314466
65+ years,65+ years,Black,Black,NYC,NYC,90352,0.1564880934854938,0.1564880934854938
65+ years,65+ years,Latino,Latino,NYC,NYC,96361,0.1668955770359889,0.1668955770359889
65+ years,65+ years,Asian,Asian,NYC,NYC,92129,0.1595658265973643,0.1595658265973643
65+ years,65+ years,White,White,NYC,NYC,230985,0.4000620049777181,0.4000620049777181
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,15543,0.1249879378558333,0.1249879378558333
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,129,0.0010373443983402,0.0010373443983402
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,288,0.0023159316800154,0.0023159316800154
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,6678,0.053700665830358,0.053700665830358
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,7562,0.0608092894592943,0.0608092894592943
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,10735,0.0863247450866866,0.0863247450866866
65+ years,65+ years,White,White,Non- NYC,Non- NYC,83421,0.6708240856894722,0.6708240856894722
%all%,All,Other,Other,NYC,NYC,194941,0.111691509792867,0.111691509792867
%all%,All,NH/PI,NH/PI,NYC,NYC,2743,0.0015716027483281,0.0015716027483281
%all%,All,AI/AN,AI/AN,NYC,NYC,4889,0.0028011541511397,0.0028011541511397
%all%,All,Black,Black,NYC,NYC,240591,0.1378466922431693,0.1378466922431693
%all%,All,Latino,Latino,NYC,NYC,321722,0.1843307252634426,0.1843307252634426
%all%,All,Asian,Asian,NYC,NYC,329262,0.1886507707327806,0.1886507707327806
%all%,All,White,White,NYC,NYC,651204,0.3731075450682728,0.3731075450682728
%all%,All,Other,Other,Non- NYC,Non- NYC,49267,0.1180805882578518,0.1180805882578518
%all%,All,NH/PI,NH/PI,Non- NYC,Non- NYC,650,0.0015578862599225,0.0015578862599225
%all%,All,AI/AN,AI/AN,Non- NYC,Non- NYC,1025,0.0024566667944932,0.0024566667944932
%all%,All,Black,Black,Non- NYC,Non- NYC,29630,0.0710156459715458,0.0710156459715458
%all%,All,Latino,Latino,Non- NYC,Non- NYC,39833,0.0954696667561453,0.0954696667561453
%all%,All,Asian,Asian,Non- NYC,Non- NYC,49571,0.1188091996778771,0.1188091996778771
%all%,All,White,White,Non- NYC,Non- NYC,247256,0.5926103462821644,0.5926103462821644
